"","sample_id","phylo_div","SR"
"443","AD1_2008__Billeter 1 BLTS1 10__2001-07-02",6,2
"444","AD1_2008__Billeter 1 BLTS1 11__2001-07-02",5,1
"445","AD1_2008__Billeter 1 BLTS1 13__2001-07-02",5,1
"446","AD1_2008__Billeter 1 BLTS1 14__2001-07-02",6,2
"447","AD1_2008__Billeter 1 BLTS1 15__2001-07-02",5,1
"448","AD1_2008__Billeter 1 BLTS1 16__2001-07-02",5,1
"449","AD1_2008__Billeter 1 BLTS1 1__2001-07-02",5,1
"450","AD1_2008__Billeter 1 BLTS1 2__2001-07-02",5,1
"451","AD1_2008__Billeter 1 BLTS1 3__2001-07-02",5,1
"452","AD1_2008__Billeter 1 BLTS1 4__2001-07-02",5,1
"453","AD1_2008__Billeter 1 BLTS1 5__2001-07-02",6,2
"454","AD1_2008__Billeter 1 BLTS1 7__2001-07-02",5,1
"455","AD1_2008__Billeter 1 BLTS1 8__2001-07-02",5,1
"456","AD1_2008__Billeter 1 BLTS2 17__2001-07-02",7,3
"457","AD1_2008__Billeter 1 BLTS2 18__2001-07-02",5,1
"458","AD1_2008__Billeter 1 BLTS2 19__2001-07-02",7,3
"459","AD1_2008__Billeter 1 BLTS2 20__2001-07-02",6,2
"460","AD1_2008__Billeter 1 BLTS2 21__2001-07-02",5,1
"461","AD1_2008__Billeter 1 BLTS2 22__2001-07-02",5,1
"462","AD1_2008__Billeter 1 BLTS2 23__2001-07-02",7,3
"463","AD1_2008__Billeter 1 BLTS2 24__2001-07-02",5,1
"464","AD1_2008__Billeter 1 BLTS2 25__2001-07-02",6,2
"465","AD1_2008__Billeter 1 BLTS2 26__2001-07-02",5,1
"466","AD1_2008__Billeter 1 BLTS2 27__2001-07-02",7,3
"467","AD1_2008__Billeter 1 BLTS2 28__2001-07-02",6,2
"468","AD1_2008__Billeter 1 BLTS2 29__2001-07-02",5,1
"469","AD1_2008__Billeter 1 BLTS2 30__2001-07-02",5,1
"470","AD1_2008__Billeter 1 BLTS2 31__2001-07-02",5,1
"471","AD1_2008__Billeter 1 BLTS3 32__2001-07-02",5,1
"472","AD1_2008__Billeter 1 BLTS3 34__2001-07-02",5,1
"473","AD1_2008__Billeter 1 BLTS3 35__2001-07-02",5,1
"474","AD1_2008__Billeter 1 BLTS3 36__2001-07-02",5,1
"475","AD1_2008__Billeter 1 BLTS3 37__2001-07-02",5,1
"476","AD1_2008__Billeter 1 BLTS3 38__2001-07-02",5,1
"477","AD1_2008__Billeter 1 BLTS3 39__2001-07-02",5,1
"478","AD1_2008__Billeter 1 BLTS3 41__2001-07-02",5,1
"479","AD1_2008__Billeter 1 BLTS3 42__2001-07-02",5,1
"480","AD1_2008__Billeter 1 BLTS3 43__2001-07-02",5,1
"481","AD1_2008__Billeter 1 BLTS3 44__2001-07-02",5,1
"482","AD1_2008__Billeter 1 BLTS3 45__2001-07-02",5,1
"483","AD1_2008__Billeter 1 BLTS3 46__2001-07-02",5,1
"484","AD1_2008__Billeter 1 BLTS4 49__2001-07-02",5,1
"485","AD1_2008__Billeter 1 BLTS4 50__2001-07-02",5,1
"486","AD1_2008__Billeter 1 BLTS4 51__2001-07-02",5,1
"487","AD1_2008__Billeter 1 BLTS4 52__2001-07-02",5,1
"488","AD1_2008__Billeter 1 BLTS4 55__2001-07-02",5,1
"489","AD1_2008__Billeter 1 BLTS4 56__2001-07-02",5,1
"490","AD1_2008__Billeter 1 BLTS4 57__2001-07-02",5,1
"491","AD1_2008__Billeter 1 BLTS4 58__2001-07-02",5,1
"492","AD1_2008__Billeter 1 BLTS4 59__2001-07-02",5,1
"493","AD1_2008__Billeter 1 BLTS4 62__2001-07-02",5,1
"494","AD1_2008__Billeter 10 G1 10__2002-07-02",8,4
"495","AD1_2008__Billeter 10 G1 11__2002-07-02",9,5
"496","AD1_2008__Billeter 10 G1 12__2002-07-02",8,4
"497","AD1_2008__Billeter 10 G1 13__2002-07-02",8,4
"498","AD1_2008__Billeter 10 G1 14__2002-07-02",7,3
"499","AD1_2008__Billeter 10 G1 15__2002-07-02",8,4
"500","AD1_2008__Billeter 10 G1 16__2002-07-02",8,4
"501","AD1_2008__Billeter 10 G1 1__2002-07-02",7,3
"502","AD1_2008__Billeter 10 G1 2__2002-07-02",9,5
"503","AD1_2008__Billeter 10 G1 3__2002-07-02",7,3
"504","AD1_2008__Billeter 10 G1 4__2002-07-02",9,5
"505","AD1_2008__Billeter 10 G1 5__2002-07-02",8,4
"506","AD1_2008__Billeter 10 G1 6__2002-07-02",7,3
"507","AD1_2008__Billeter 10 G1 7__2002-07-02",7,3
"508","AD1_2008__Billeter 10 G1 8__2002-07-02",9,5
"509","AD1_2008__Billeter 10 G1 9__2002-07-02",7,3
"510","AD1_2008__Billeter 10 G2 17__2002-07-02",8,4
"511","AD1_2008__Billeter 10 G2 18__2002-07-02",7,3
"512","AD1_2008__Billeter 10 G2 19__2002-07-02",7,3
"513","AD1_2008__Billeter 10 G2 20__2002-07-02",7,3
"514","AD1_2008__Billeter 10 G2 21__2002-07-02",7,3
"515","AD1_2008__Billeter 10 G2 22__2002-07-02",8,4
"516","AD1_2008__Billeter 10 G2 23__2002-07-02",8,4
"517","AD1_2008__Billeter 10 G2 24__2002-07-02",8,4
"518","AD1_2008__Billeter 10 G2 25__2002-07-02",7,3
"519","AD1_2008__Billeter 10 G2 26__2002-07-02",8,4
"520","AD1_2008__Billeter 10 G2 27__2002-07-02",8,4
"521","AD1_2008__Billeter 10 G2 28__2002-07-02",7,3
"522","AD1_2008__Billeter 10 G2 29__2002-07-02",8,4
"523","AD1_2008__Billeter 10 G2 30__2002-07-02",8,4
"524","AD1_2008__Billeter 10 G2 31__2002-07-02",7,3
"525","AD1_2008__Billeter 10 G2 32__2002-07-02",8,4
"526","AD1_2008__Billeter 10 G3 33__2002-07-02",7,3
"527","AD1_2008__Billeter 10 G3 34__2002-07-02",7,3
"528","AD1_2008__Billeter 10 G3 35__2002-07-02",8,4
"529","AD1_2008__Billeter 10 G3 36__2002-07-02",8,4
"530","AD1_2008__Billeter 10 G3 37__2002-07-02",7,3
"531","AD1_2008__Billeter 10 G3 38__2002-07-02",7,3
"532","AD1_2008__Billeter 10 G3 39__2002-07-02",7,3
"533","AD1_2008__Billeter 10 G3 40__2002-07-02",8,4
"534","AD1_2008__Billeter 10 G3 41__2002-07-02",8,4
"535","AD1_2008__Billeter 10 G3 42__2002-07-02",7,3
"536","AD1_2008__Billeter 10 G3 43__2002-07-02",7,3
"537","AD1_2008__Billeter 10 G3 44__2002-07-02",7,3
"538","AD1_2008__Billeter 10 G3 45__2002-07-02",7,3
"539","AD1_2008__Billeter 10 G3 46__2002-07-02",7,3
"540","AD1_2008__Billeter 10 G3 47__2002-07-02",7,3
"541","AD1_2008__Billeter 10 G3 48__2002-07-02",7,3
"542","AD1_2008__Billeter 10 G4 49__2002-07-02",8,4
"543","AD1_2008__Billeter 10 G4 50__2002-07-02",7,3
"544","AD1_2008__Billeter 10 G4 51__2002-07-02",7,3
"545","AD1_2008__Billeter 10 G4 52__2002-07-02",8,4
"546","AD1_2008__Billeter 10 G4 53__2002-07-02",7,3
"547","AD1_2008__Billeter 10 G4 54__2002-07-02",8,4
"548","AD1_2008__Billeter 10 G4 55__2002-07-02",8,4
"549","AD1_2008__Billeter 10 G4 56__2002-07-02",8,4
"550","AD1_2008__Billeter 10 G4 57__2002-07-02",7,3
"551","AD1_2008__Billeter 10 G4 58__2002-07-02",7,3
"552","AD1_2008__Billeter 10 G4 59__2002-07-02",7,3
"553","AD1_2008__Billeter 10 G4 60__2002-07-02",7,3
"554","AD1_2008__Billeter 10 G4 61__2002-07-02",7,3
"555","AD1_2008__Billeter 10 G4 62__2002-07-02",7,3
"556","AD1_2008__Billeter 10 G4 63__2002-07-02",7,3
"557","AD1_2008__Billeter 10 G4 64__2002-07-02",8,4
"558","AD1_2008__Billeter 11 N1 12__2001-07-02",5,1
"559","AD1_2008__Billeter 11 N1 13__2001-07-02",5,1
"560","AD1_2008__Billeter 11 N1 16__2001-07-02",5,1
"561","AD1_2008__Billeter 11 N1 1__2001-07-02",5,1
"562","AD1_2008__Billeter 11 N1 2__2001-07-02",5,1
"563","AD1_2008__Billeter 11 N1 3__2001-07-02",5,1
"564","AD1_2008__Billeter 11 N1 4__2001-07-02",5,1
"565","AD1_2008__Billeter 11 N1 5__2001-07-02",5,1
"566","AD1_2008__Billeter 11 N1 9__2001-07-02",6,2
"567","AD1_2008__Billeter 11 N2 17__2001-07-02",5,1
"568","AD1_2008__Billeter 11 N2 18__2001-07-02",5,1
"569","AD1_2008__Billeter 11 N2 19__2001-07-02",5,1
"570","AD1_2008__Billeter 11 N2 20__2001-07-02",5,1
"571","AD1_2008__Billeter 11 N2 21__2001-07-02",5,1
"572","AD1_2008__Billeter 11 N2 22__2001-07-02",5,1
"573","AD1_2008__Billeter 11 N2 23__2001-07-02",5,1
"574","AD1_2008__Billeter 11 N2 25__2001-07-02",5,1
"575","AD1_2008__Billeter 11 N2 26__2001-07-02",5,1
"576","AD1_2008__Billeter 11 N2 27__2001-07-02",5,1
"577","AD1_2008__Billeter 11 N2 28__2001-07-02",5,1
"578","AD1_2008__Billeter 11 N2 29__2001-07-02",5,1
"579","AD1_2008__Billeter 11 N2 30__2001-07-02",5,1
"580","AD1_2008__Billeter 11 N2 31__2001-07-02",5,1
"581","AD1_2008__Billeter 11 N2 32__2001-07-02",5,1
"582","AD1_2008__Billeter 11 N3 33__2001-07-02",5,1
"583","AD1_2008__Billeter 11 N3 34__2001-07-02",5,1
"584","AD1_2008__Billeter 11 N3 36__2001-07-02",5,1
"585","AD1_2008__Billeter 11 N3 37__2001-07-02",5,1
"586","AD1_2008__Billeter 11 N3 38__2001-07-02",5,1
"587","AD1_2008__Billeter 11 N3 39__2001-07-02",5,1
"588","AD1_2008__Billeter 11 N3 40__2001-07-02",5,1
"589","AD1_2008__Billeter 11 N3 41__2001-07-02",5,1
"590","AD1_2008__Billeter 11 N3 42__2001-07-02",5,1
"591","AD1_2008__Billeter 11 N3 44__2001-07-02",5,1
"592","AD1_2008__Billeter 11 N3 45__2001-07-02",5,1
"593","AD1_2008__Billeter 11 N3 47__2001-07-02",5,1
"594","AD1_2008__Billeter 11 N3 48__2001-07-02",5,1
"595","AD1_2008__Billeter 11 N4 49__2001-07-02",5,1
"596","AD1_2008__Billeter 11 N4 52__2001-07-02",5,1
"597","AD1_2008__Billeter 11 N4 53__2001-07-02",5,1
"598","AD1_2008__Billeter 11 N4 54__2001-07-02",5,1
"599","AD1_2008__Billeter 11 N4 55__2001-07-02",5,1
"600","AD1_2008__Billeter 11 N4 58__2001-07-02",5,1
"601","AD1_2008__Billeter 11 N4 59__2001-07-02",5,1
"602","AD1_2008__Billeter 11 N4 60__2001-07-02",5,1
"603","AD1_2008__Billeter 11 N4 61__2001-07-02",5,1
"604","AD1_2008__Billeter 11 N4 62__2001-07-02",5,1
"605","AD1_2008__Billeter 11 N4 63__2001-07-02",5,1
"606","AD1_2008__Billeter 11 N4 64__2001-07-02",5,1
"607","AD1_2008__Billeter 12 N1 10__2002-07-02",6,2
"608","AD1_2008__Billeter 12 N1 11__2002-07-02",6,2
"609","AD1_2008__Billeter 12 N1 12__2002-07-02",7,3
"610","AD1_2008__Billeter 12 N1 13__2002-07-02",6,2
"611","AD1_2008__Billeter 12 N1 14__2002-07-02",6,2
"612","AD1_2008__Billeter 12 N1 15__2002-07-02",6,2
"613","AD1_2008__Billeter 12 N1 16__2002-07-02",6,2
"614","AD1_2008__Billeter 12 N1 1__2002-07-02",5,1
"615","AD1_2008__Billeter 12 N1 2__2002-07-02",7,3
"616","AD1_2008__Billeter 12 N1 3__2002-07-02",6,2
"617","AD1_2008__Billeter 12 N1 4__2002-07-02",7,3
"618","AD1_2008__Billeter 12 N1 5__2002-07-02",5,1
"619","AD1_2008__Billeter 12 N1 6__2002-07-02",7,3
"620","AD1_2008__Billeter 12 N1 7__2002-07-02",8,4
"621","AD1_2008__Billeter 12 N1 8__2002-07-02",6,2
"622","AD1_2008__Billeter 12 N1 9__2002-07-02",8,4
"623","AD1_2008__Billeter 12 N2 17__2002-07-02",6,2
"624","AD1_2008__Billeter 12 N2 18__2002-07-02",6,2
"625","AD1_2008__Billeter 12 N2 19__2002-07-02",6,2
"626","AD1_2008__Billeter 12 N2 20__2002-07-02",7,3
"627","AD1_2008__Billeter 12 N2 21__2002-07-02",8,4
"628","AD1_2008__Billeter 12 N2 22__2002-07-02",6,2
"629","AD1_2008__Billeter 12 N2 24__2002-07-02",6,2
"630","AD1_2008__Billeter 12 N2 25__2002-07-02",7,3
"631","AD1_2008__Billeter 12 N2 26__2002-07-02",7,3
"632","AD1_2008__Billeter 12 N2 27__2002-07-02",6,2
"633","AD1_2008__Billeter 12 N2 28__2002-07-02",7,3
"634","AD1_2008__Billeter 12 N2 29__2002-07-02",6,2
"635","AD1_2008__Billeter 12 N2 30__2002-07-02",6,2
"636","AD1_2008__Billeter 12 N2 31__2002-07-02",6,2
"637","AD1_2008__Billeter 12 N2 32__2002-07-02",6,2
"638","AD1_2008__Billeter 12 N3 33__2002-07-02",8,4
"639","AD1_2008__Billeter 12 N3 34__2002-07-02",7,3
"640","AD1_2008__Billeter 12 N3 35__2002-07-02",6,2
"641","AD1_2008__Billeter 12 N3 36__2002-07-02",6,2
"642","AD1_2008__Billeter 12 N3 37__2002-07-02",5,1
"643","AD1_2008__Billeter 12 N3 38__2002-07-02",7,3
"644","AD1_2008__Billeter 12 N3 39__2002-07-02",6,2
"645","AD1_2008__Billeter 12 N3 40__2002-07-02",7,3
"646","AD1_2008__Billeter 12 N3 41__2002-07-02",7,3
"647","AD1_2008__Billeter 12 N3 42__2002-07-02",6,2
"648","AD1_2008__Billeter 12 N3 43__2002-07-02",5,1
"649","AD1_2008__Billeter 12 N3 44__2002-07-02",7,3
"650","AD1_2008__Billeter 12 N3 45__2002-07-02",7,3
"651","AD1_2008__Billeter 12 N3 46__2002-07-02",6,2
"652","AD1_2008__Billeter 12 N3 47__2002-07-02",6,2
"653","AD1_2008__Billeter 12 N3 48__2002-07-02",7,3
"654","AD1_2008__Billeter 12 N4 49__2002-07-02",5,1
"655","AD1_2008__Billeter 12 N4 50__2002-07-02",6,2
"656","AD1_2008__Billeter 12 N4 51__2002-07-02",8,4
"657","AD1_2008__Billeter 12 N4 52__2002-07-02",6,2
"658","AD1_2008__Billeter 12 N4 53__2002-07-02",7,3
"659","AD1_2008__Billeter 12 N4 54__2002-07-02",7,3
"660","AD1_2008__Billeter 12 N4 55__2002-07-02",6,2
"661","AD1_2008__Billeter 12 N4 56__2002-07-02",6,2
"662","AD1_2008__Billeter 12 N4 57__2002-07-02",6,2
"663","AD1_2008__Billeter 12 N4 58__2002-07-02",6,2
"664","AD1_2008__Billeter 12 N4 59__2002-07-02",6,2
"665","AD1_2008__Billeter 12 N4 60__2002-07-02",6,2
"666","AD1_2008__Billeter 12 N4 61__2002-07-02",6,2
"667","AD1_2008__Billeter 12 N4 62__2002-07-02",6,2
"668","AD1_2008__Billeter 12 N4 63__2002-07-02",6,2
"669","AD1_2008__Billeter 12 N4 64__2002-07-02",6,2
"670","AD1_2008__Billeter 13 SLTS1 10__2001-07-02",6,2
"671","AD1_2008__Billeter 13 SLTS1 11__2001-07-02",6,2
"672","AD1_2008__Billeter 13 SLTS1 12__2001-07-02",6,2
"673","AD1_2008__Billeter 13 SLTS1 13__2001-07-02",5,1
"674","AD1_2008__Billeter 13 SLTS1 14__2001-07-02",7,3
"675","AD1_2008__Billeter 13 SLTS1 15__2001-07-02",6,2
"676","AD1_2008__Billeter 13 SLTS1 16__2001-07-02",8,4
"677","AD1_2008__Billeter 13 SLTS1 1__2001-07-02",7,3
"678","AD1_2008__Billeter 13 SLTS1 2__2001-07-02",7,3
"679","AD1_2008__Billeter 13 SLTS1 3__2001-07-02",5,1
"680","AD1_2008__Billeter 13 SLTS1 4__2001-07-02",6,2
"681","AD1_2008__Billeter 13 SLTS1 5__2001-07-02",7,3
"682","AD1_2008__Billeter 13 SLTS1 6__2001-07-02",8,4
"683","AD1_2008__Billeter 13 SLTS1 7__2001-07-02",6,2
"684","AD1_2008__Billeter 13 SLTS1 8__2001-07-02",5,1
"685","AD1_2008__Billeter 13 SLTS1 9__2001-07-02",6,2
"686","AD1_2008__Billeter 13 SLTS10 56__2001-07-02",5,1
"687","AD1_2008__Billeter 13 SLTS11 57__2001-07-02",7,3
"688","AD1_2008__Billeter 13 SLTS12 58__2001-07-02",6,2
"689","AD1_2008__Billeter 13 SLTS14 59__2001-07-02",6,2
"690","AD1_2008__Billeter 13 SLTS15 60__2001-07-02",6,2
"691","AD1_2008__Billeter 13 SLTS16 61__2001-07-02",6,2
"692","AD1_2008__Billeter 13 SLTS17 62__2001-07-02",6,2
"693","AD1_2008__Billeter 13 SLTS18 63__2001-07-02",8,4
"694","AD1_2008__Billeter 13 SLTS19 64__2001-07-02",7,3
"695","AD1_2008__Billeter 13 SLTS2 17__2001-07-02",7,3
"696","AD1_2008__Billeter 13 SLTS2 18__2001-07-02",7,3
"697","AD1_2008__Billeter 13 SLTS2 19__2001-07-02",5,1
"698","AD1_2008__Billeter 13 SLTS2 20__2001-07-02",8,4
"699","AD1_2008__Billeter 13 SLTS2 21__2001-07-02",8,4
"700","AD1_2008__Billeter 13 SLTS2 22__2001-07-02",5,1
"701","AD1_2008__Billeter 13 SLTS2 23__2001-07-02",5,1
"702","AD1_2008__Billeter 13 SLTS2 24__2001-07-02",6,2
"703","AD1_2008__Billeter 13 SLTS2 25__2001-07-02",8,4
"704","AD1_2008__Billeter 13 SLTS2 26__2001-07-02",7,3
"705","AD1_2008__Billeter 13 SLTS2 27__2001-07-02",6,2
"706","AD1_2008__Billeter 13 SLTS2 28__2001-07-02",7,3
"707","AD1_2008__Billeter 13 SLTS2 29__2001-07-02",7,3
"708","AD1_2008__Billeter 13 SLTS2 30__2001-07-02",6,2
"709","AD1_2008__Billeter 13 SLTS2 31__2001-07-02",6,2
"710","AD1_2008__Billeter 13 SLTS2 32__2001-07-02",5,1
"711","AD1_2008__Billeter 13 SLTS20 65__2001-07-02",7,3
"712","AD1_2008__Billeter 13 SLTS21 66__2001-07-02",6,2
"713","AD1_2008__Billeter 13 SLTS23 67__2001-07-02",6,2
"714","AD1_2008__Billeter 13 SLTS3 33__2001-07-02",6,2
"715","AD1_2008__Billeter 13 SLTS3 34__2001-07-02",6,2
"716","AD1_2008__Billeter 13 SLTS3 35__2001-07-02",6,2
"717","AD1_2008__Billeter 13 SLTS3 36__2001-07-02",7,3
"718","AD1_2008__Billeter 13 SLTS3 37__2001-07-02",6,2
"719","AD1_2008__Billeter 13 SLTS3 38__2001-07-02",6,2
"720","AD1_2008__Billeter 13 SLTS3 39__2001-07-02",8,4
"721","AD1_2008__Billeter 13 SLTS3 40__2001-07-02",6,2
"722","AD1_2008__Billeter 13 SLTS3 41__2001-07-02",6,2
"723","AD1_2008__Billeter 13 SLTS3 42__2001-07-02",7,3
"724","AD1_2008__Billeter 13 SLTS3 43__2001-07-02",6,2
"725","AD1_2008__Billeter 13 SLTS3 44__2001-07-02",6,2
"726","AD1_2008__Billeter 13 SLTS3 45__2001-07-02",6,2
"727","AD1_2008__Billeter 13 SLTS3 46__2001-07-02",6,2
"728","AD1_2008__Billeter 13 SLTS3 47__2001-07-02",6,2
"729","AD1_2008__Billeter 13 SLTS3 48__2001-07-02",6,2
"730","AD1_2008__Billeter 13 SLTS3 49__2001-07-02",7,3
"731","AD1_2008__Billeter 13 SLTS30 68__2001-07-02",6,2
"732","AD1_2008__Billeter 13 SLTS31 69__2001-07-02",6,2
"733","AD1_2008__Billeter 13 SLTS32 70__2001-07-02",6,2
"734","AD1_2008__Billeter 13 SLTS33 71__2001-07-02",6,2
"735","AD1_2008__Billeter 13 SLTS34 72__2001-07-02",8,4
"736","AD1_2008__Billeter 13 SLTS4 50__2001-07-02",6,2
"737","AD1_2008__Billeter 13 SLTS5 51__2001-07-02",5,1
"738","AD1_2008__Billeter 13 SLTS6 52__2001-07-02",6,2
"739","AD1_2008__Billeter 13 SLTS7 53__2001-07-02",6,2
"740","AD1_2008__Billeter 13 SLTS8 54__2001-07-02",7,3
"741","AD1_2008__Billeter 13 SLTS9 55__2001-07-02",7,3
"742","AD1_2008__Billeter 14 SLTS1 10__2002-07-02",6,2
"743","AD1_2008__Billeter 14 SLTS1 11__2002-07-02",6,2
"744","AD1_2008__Billeter 14 SLTS1 12__2002-07-02",7,3
"745","AD1_2008__Billeter 14 SLTS1 13__2002-07-02",7,3
"746","AD1_2008__Billeter 14 SLTS1 14__2002-07-02",8,4
"747","AD1_2008__Billeter 14 SLTS1 15__2002-07-02",7,3
"748","AD1_2008__Billeter 14 SLTS1 16__2002-07-02",7,3
"749","AD1_2008__Billeter 14 SLTS1 1__2002-07-02",7,3
"750","AD1_2008__Billeter 14 SLTS1 2__2002-07-02",8,4
"751","AD1_2008__Billeter 14 SLTS1 3__2002-07-02",7,3
"752","AD1_2008__Billeter 14 SLTS1 49__2002-07-02",7,3
"753","AD1_2008__Billeter 14 SLTS1 4__2002-07-02",8,4
"754","AD1_2008__Billeter 14 SLTS1 50__2002-07-02",7,3
"755","AD1_2008__Billeter 14 SLTS1 51__2002-07-02",7,3
"756","AD1_2008__Billeter 14 SLTS1 52__2002-07-02",8,4
"757","AD1_2008__Billeter 14 SLTS1 53__2002-07-02",7,3
"758","AD1_2008__Billeter 14 SLTS1 54__2002-07-02",7,3
"759","AD1_2008__Billeter 14 SLTS1 55__2002-07-02",7,3
"760","AD1_2008__Billeter 14 SLTS1 56__2002-07-02",8,4
"761","AD1_2008__Billeter 14 SLTS1 57__2002-07-02",6,2
"762","AD1_2008__Billeter 14 SLTS1 58__2002-07-02",7,3
"763","AD1_2008__Billeter 14 SLTS1 59__2002-07-02",8,4
"764","AD1_2008__Billeter 14 SLTS1 5__2002-07-02",8,4
"765","AD1_2008__Billeter 14 SLTS1 60__2002-07-02",8,4
"766","AD1_2008__Billeter 14 SLTS1 61__2002-07-02",7,3
"767","AD1_2008__Billeter 14 SLTS1 62__2002-07-02",7,3
"768","AD1_2008__Billeter 14 SLTS1 63__2002-07-02",7,3
"769","AD1_2008__Billeter 14 SLTS1 64__2002-07-02",7,3
"770","AD1_2008__Billeter 14 SLTS1 65__2002-07-02",9,5
"771","AD1_2008__Billeter 14 SLTS1 66__2002-07-02",7,3
"772","AD1_2008__Billeter 14 SLTS1 67__2002-07-02",7,3
"773","AD1_2008__Billeter 14 SLTS1 68__2002-07-02",7,3
"774","AD1_2008__Billeter 14 SLTS1 69__2002-07-02",7,3
"775","AD1_2008__Billeter 14 SLTS1 6__2002-07-02",8,4
"776","AD1_2008__Billeter 14 SLTS1 70__2002-07-02",7,3
"777","AD1_2008__Billeter 14 SLTS1 71__2002-07-02",7,3
"778","AD1_2008__Billeter 14 SLTS1 72__2002-07-02",7,3
"779","AD1_2008__Billeter 14 SLTS1 73__2002-07-02",7,3
"780","AD1_2008__Billeter 14 SLTS1 74__2002-07-02",6,2
"781","AD1_2008__Billeter 14 SLTS1 75__2002-07-02",8,4
"782","AD1_2008__Billeter 14 SLTS1 76__2002-07-02",8,4
"783","AD1_2008__Billeter 14 SLTS1 77__2002-07-02",7,3
"784","AD1_2008__Billeter 14 SLTS1 78__2002-07-02",6,2
"785","AD1_2008__Billeter 14 SLTS1 79__2002-07-02",7,3
"786","AD1_2008__Billeter 14 SLTS1 7__2002-07-02",7,3
"787","AD1_2008__Billeter 14 SLTS1 80__2002-07-02",7,3
"788","AD1_2008__Billeter 14 SLTS1 81__2002-07-02",7,3
"789","AD1_2008__Billeter 14 SLTS1 82__2002-07-02",7,3
"790","AD1_2008__Billeter 14 SLTS1 83__2002-07-02",7,3
"791","AD1_2008__Billeter 14 SLTS1 84__2002-07-02",8,4
"792","AD1_2008__Billeter 14 SLTS1 85__2002-07-02",7,3
"793","AD1_2008__Billeter 14 SLTS1 86__2002-07-02",8,4
"794","AD1_2008__Billeter 14 SLTS1 87__2002-07-02",7,3
"795","AD1_2008__Billeter 14 SLTS1 88__2002-07-02",7,3
"796","AD1_2008__Billeter 14 SLTS1 8__2002-07-02",7,3
"797","AD1_2008__Billeter 14 SLTS1 9__2002-07-02",8,4
"798","AD1_2008__Billeter 14 SLTS10 95__2002-07-02",7,3
"799","AD1_2008__Billeter 14 SLTS11 96__2002-07-02",7,3
"800","AD1_2008__Billeter 14 SLTS12 97__2002-07-02",8,4
"801","AD1_2008__Billeter 14 SLTS13 98__2002-07-02",8,4
"802","AD1_2008__Billeter 14 SLTS14 99__2002-07-02",7,3
"803","AD1_2008__Billeter 14 SLTS15 100__2002-07-02",7,3
"804","AD1_2008__Billeter 14 SLTS16 101__2002-07-02",7,3
"805","AD1_2008__Billeter 14 SLTS17 102__2002-07-02",8,4
"806","AD1_2008__Billeter 14 SLTS18 103__2002-07-02",7,3
"807","AD1_2008__Billeter 14 SLTS19 104__2002-07-02",5,1
"808","AD1_2008__Billeter 14 SLTS2 17__2002-07-02",7,3
"809","AD1_2008__Billeter 14 SLTS2 18__2002-07-02",8,4
"810","AD1_2008__Billeter 14 SLTS2 19__2002-07-02",7,3
"811","AD1_2008__Billeter 14 SLTS2 20__2002-07-02",8,4
"812","AD1_2008__Billeter 14 SLTS2 21__2002-07-02",8,4
"813","AD1_2008__Billeter 14 SLTS2 22__2002-07-02",8,4
"814","AD1_2008__Billeter 14 SLTS2 23__2002-07-02",7,3
"815","AD1_2008__Billeter 14 SLTS2 24__2002-07-02",8,4
"816","AD1_2008__Billeter 14 SLTS2 25__2002-07-02",8,4
"817","AD1_2008__Billeter 14 SLTS2 26__2002-07-02",7,3
"818","AD1_2008__Billeter 14 SLTS2 27__2002-07-02",8,4
"819","AD1_2008__Billeter 14 SLTS2 28__2002-07-02",9,5
"820","AD1_2008__Billeter 14 SLTS2 29__2002-07-02",8,4
"821","AD1_2008__Billeter 14 SLTS2 30__2002-07-02",6,2
"822","AD1_2008__Billeter 14 SLTS2 31__2002-07-02",8,4
"823","AD1_2008__Billeter 14 SLTS2 32__2002-07-02",6,2
"824","AD1_2008__Billeter 14 SLTS20 105__2002-07-02",8,4
"825","AD1_2008__Billeter 14 SLTS21 106__2002-07-02",8,4
"826","AD1_2008__Billeter 14 SLTS22 107__2002-07-02",7,3
"827","AD1_2008__Billeter 14 SLTS23 108__2002-07-02",7,3
"828","AD1_2008__Billeter 14 SLTS24 109__2002-07-02",7,3
"829","AD1_2008__Billeter 14 SLTS25 110__2002-07-02",7,3
"830","AD1_2008__Billeter 14 SLTS26 111__2002-07-02",6,2
"831","AD1_2008__Billeter 14 SLTS27 112__2002-07-02",7,3
"832","AD1_2008__Billeter 14 SLTS28 113__2002-07-02",7,3
"833","AD1_2008__Billeter 14 SLTS29 114__2002-07-02",6,2
"834","AD1_2008__Billeter 14 SLTS3 33__2002-07-02",7,3
"835","AD1_2008__Billeter 14 SLTS3 34__2002-07-02",7,3
"836","AD1_2008__Billeter 14 SLTS3 35__2002-07-02",7,3
"837","AD1_2008__Billeter 14 SLTS3 36__2002-07-02",7,3
"838","AD1_2008__Billeter 14 SLTS3 37__2002-07-02",8,4
"839","AD1_2008__Billeter 14 SLTS3 38__2002-07-02",6,2
"840","AD1_2008__Billeter 14 SLTS3 39__2002-07-02",8,4
"841","AD1_2008__Billeter 14 SLTS3 40__2002-07-02",8,4
"842","AD1_2008__Billeter 14 SLTS3 41__2002-07-02",8,4
"843","AD1_2008__Billeter 14 SLTS3 42__2002-07-02",8,4
"844","AD1_2008__Billeter 14 SLTS3 43__2002-07-02",8,4
"845","AD1_2008__Billeter 14 SLTS3 44__2002-07-02",7,3
