AEZ,lat_r,lon_r,x,y,n_years,years_single,cluster_within_aez,dist_to_medoid,year_rule_ok,method,cluster_id,cluster_missing
AEZ1,-5.195,-80.655,-7782100.933636059,-661859.7537634043,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ1,-12.1083,-76.9907,-7428546.256912698,-1533524.7030114247,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ1,-26.3906,17.9953,1736299.558998958,-3251815.24080226,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ1,-26.4011,18.0047,1737206.5300333162,-3253018.2887229016,1,2002,0,1506.6256192314981,FALSE,CLARA,NA,TRUE
AEZ2,-19.6867,145.441,14033061.08597064,-2463618.3041178137,1,2003,0,901.0915996353408,FALSE,CLARA,NA,TRUE
AEZ2,-19.66,145.343,14023605.43050605,-2460406.0544430674,1,2003,0,8227.407334636344,FALSE,CLARA,NA,TRUE
AEZ2,-19.6125,145.347,14023991.375627058,-2454690.0878048833,1,2003,0,2608.7987025312523,FALSE,CLARA,NA,TRUE
AEZ2,-19.6085,145.348,14024087.861907309,-2454208.667930266,1,2003,0,2132.4890775682697,FALSE,CLARA,NA,TRUE
AEZ2,-19.594,145.34,14023315.971665302,-2452463.422916526,1,2003,0,1743.787951914272,FALSE,CLARA,NA,TRUE
AEZ2,-19.5927,145.358,14025052.724709813,-2452306.9451748957,1,2003,0,0,FALSE,CLARA,NA,TRUE
AEZ2,-19.5985,145.363,14025535.156111069,-2453005.0671101753,1,2003,0,848.5954828048409,FALSE,CLARA,NA,TRUE
AEZ2,-19.5795,145.371,14026307.046353078,-2450718.024414473,1,2003,0,2024.349764162426,FALSE,CLARA,NA,TRUE
AEZ2,-19.5787,145.377,14026885.964034583,-2450621.7221005065,1,2003,0,2490.1291597706304,FALSE,CLARA,NA,TRUE
AEZ2,-19.6816,145.441,14033061.08597064,-2463004.768710477,1,2003,0,945.0707467308299,FALSE,CLARA,NA,TRUE
AEZ2,-19.6986,145.449,14033832.976212649,-2465049.8125457373,1,2003,0,1674.8897535116373,FALSE,CLARA,NA,TRUE
AEZ2,-19.7001,145.46,14034894.325295407,-2465230.2474110764,1,2003,0,2088.7499408494236,FALSE,CLARA,NA,TRUE
AEZ2,-19.7026,145.453,14034218.921333652,-2465530.9685172685,1,2003,0,2172.63281226662,FALSE,CLARA,NA,TRUE
AEZ2,-19.6847,145.45,14033929.462492894,-2463377.7042704923,1,2003,0,0,FALSE,CLARA,NA,TRUE
AEZ2,-19.6863,145.459,14034797.839015156,-2463570.1843830217,1,2003,0,889.4528532387492,FALSE,CLARA,NA,TRUE
AEZ2,-19.6868,145.464,14035280.270416409,-2463630.3340331772,1,2003,0,1374.2284537963535,FALSE,CLARA,NA,TRUE
AEZ2,-19.6818,145.498,14038560.80394494,-2463028.82928183,1,2003,0,4644.463090944705,FALSE,CLARA,NA,TRUE
AEZ2,-19.682,145.503,14039043.235346192,-2463052.8898238433,1,2003,0,5124.078182452005,FALSE,CLARA,NA,TRUE
AEZ2,-19.8453,145.599,14048305.918250281,-2482688.5080525717,1,2003,0,4055.7894891293777,FALSE,CLARA,NA,TRUE
AEZ2,-19.831,145.615,14049849.698734296,-2480969.823851921,1,2003,0,1921.0737662821748,FALSE,CLARA,NA,TRUE
AEZ2,-19.8152,145.618,14050139.157575049,-2479070.6824682932,1,2003,0,0,FALSE,CLARA,NA,TRUE
AEZ2,-19.8109,145.618,14050139.157575049,-2478553.7956355535,1,2003,0,516.8868327396922,FALSE,CLARA,NA,TRUE
AEZ2,-19.8173,145.635,14051779.424339313,-2479323.110613384,1,2003,0,1659.5767612209993,FALSE,CLARA,NA,TRUE
AEZ2,-19.8169,145.64,14052261.855740568,-2479275.029312879,1,2003,0,2132.5114618192597,FALSE,CLARA,NA,TRUE
AEZ2,-19.8291,145.651,14053323.204823328,-2480741.4558407823,1,2003,0,3595.7809362495564,FALSE,CLARA,NA,TRUE
AEZ2,-19.838,145.643,14052551.314581322,-2481811.156673649,1,2003,0,3650.8492564240023,FALSE,CLARA,NA,TRUE
AEZ2,-19.8382,145.636,14051875.910619566,-2481835.1942223664,1,2003,0,3264.7873400958956,FALSE,CLARA,NA,TRUE
AEZ2,-19.8394,145.624,14050718.07525655,-2481979.4188940325,1,2003,0,2965.7871259377653,FALSE,CLARA,NA,TRUE
AEZ2,-19.8571,145.592,14047630.514288528,-2484106.609178092,1,2003,0,5626.175340803752,FALSE,CLARA,NA,TRUE
AEZ2,-19.8413,145.594,14047823.486849025,-2482207.7724481295,1,2003,0,3899.187665777546,FALSE,CLARA,NA,TRUE
AEZ2,-19.8219,145.596,14048016.45940953,-2479876.037080597,1,2003,0,2270.339964291159,FALSE,CLARA,NA,TRUE
AEZ2,-19.8133,145.58,14046472.678925514,-2478842.2922944636,1,2003,0,3673.585137027953,FALSE,CLARA,NA,TRUE
AEZ2,-19.8052,145.583,14046762.137766268,-2477868.5990380873,1,2003,0,3584.5874744621447,FALSE,CLARA,NA,TRUE
AEZ2,-19.8043,145.592,14047630.514288528,-2477760.4079106417,1,2003,0,2830.2138709704873,FALSE,CLARA,NA,TRUE
AEZ2,-19.7915,145.595,14047919.973129276,-2476221.6249917196,1,2003,0,3611.358208372283,FALSE,CLARA,NA,TRUE
AEZ2,-19.7893,145.589,14047341.055447772,-2475957.13451232,1,2003,0,4186.114712810986,FALSE,CLARA,NA,TRUE
AEZ2,-19.8042,145.602,14048595.377091033,-2477748.3866373794,1,2003,0,2032.6643715276834,FALSE,CLARA,NA,TRUE
AEZ2,-19.7858,145.608,14049174.29477254,-2475536.3468519757,1,2003,0,3663.671447665155,FALSE,CLARA,NA,TRUE
AEZ2,-20.535,146.1334,14099868.18641636,-2565400.564568055,2,NA,4,1428.6567489676136,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5454,146.1267,14099221.72833868,-2566645.0298397145,2,NA,4,252.12159459207612,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5362,146.135,14100022.564464761,-2565544.1609324906,2,NA,4,1350.8612662747312,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5464,146.129,14099443.646783255,-2566764.6856060475,2,NA,4,0,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5394,146.1381,14100321.671933541,-2565927.079192391,2,NA,4,1213.471330000472,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5505,146.1293,14099472.592667332,-2567255.266256376,2,NA,4,491.4338599261162,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5323,146.1167,14098256.865536172,-2565077.4687260273,2,NA,4,2062.8016212552475,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5425,146.1424,14100736.56293862,-2566298.0237952783,2,NA,4,1374.5564486162762,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5526,146.1299,14099530.484435484,-2567506.5342956823,2,NA,4,746.9138211048867,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5475,146.146,14101083.91354752,-2566896.306066191,2,NA,4,1645.5391224395871,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5549,146.1354,14100061.158976862,-2567781.728755708,2,NA,4,1189.8311130259465,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5495,146.1492,14101392.669644324,-2567135.6136240964,2,NA,4,1984.0054706435465,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5564,146.1497,14101440.91278445,-2567961.2012243127,2,NA,4,2328.2442106189683,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5426,146.1177,14098353.351816421,-2566309.9896279434,2,NA,4,1181.3092512999729,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5315,146.1239,14098951.566753978,-2564981.7355552725,2,NA,4,1849.6090502513823,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-20.5438,146.1196,14098536.675748896,-2566453.5790238194,2,NA,4,958.8450149383995,TRUE,CLARA,AEZ2_CLARA_4,FALSE
AEZ2,-23.0318,43.6233,4209049.949268934,-2861703.720472109,1,2010,0,2062.173324618991,FALSE,CLARA,NA,TRUE
AEZ2,-23.0143,43.6245,4209165.732805234,-2859644.800125546,1,2010,0,0,FALSE,CLARA,NA,TRUE
AEZ2,-23.0127,43.5935,4206174.658117457,-2859456.542950808,1,2010,0,2996.9932518611113,FALSE,CLARA,NA,TRUE
AEZ14,41.9525,78.5033,7574491.4044202035,4896218.166095339,1,2005,0,4090.979364481247,FALSE,CLARA,NA,TRUE
AEZ14,41.9447,78.5823,7582113.820560025,4895473.63912025,1,2005,0,9469.272368858206,FALSE,CLARA,NA,TRUE
AEZ14,41.9395,78.5536,7579344.664316826,4894977.237948759,1,2005,0,7559.039589574835,FALSE,CLARA,NA,TRUE
AEZ14,42.0078,78.5504,7579035.908220022,4901494.096822803,1,2005,0,5229.320655723644,FALSE,CLARA,NA,TRUE
AEZ14,42.0066,78.5289,7576961.453194627,4901379.658000153,1,2005,0,3207.2344885282696,FALSE,CLARA,NA,TRUE
AEZ14,42.0351,78.4302,7567438.257333863,4904097.005410046,1,2005,0,7552.320792833465,FALSE,CLARA,NA,TRUE
AEZ14,42.0436,78.4102,7565508.531728847,4904907.210027591,1,2005,0,9630.664831532475,FALSE,CLARA,NA,TRUE
AEZ14,42.0689,78.4552,7569850.414340137,4907318.1282649245,1,2005,0,8151.379268121699,FALSE,CLARA,NA,TRUE
AEZ14,42.0666,78.425,7566936.528676558,4907098.992982824,1,2005,0,9787.438117479538,FALSE,CLARA,NA,TRUE
AEZ14,41.9633,78.4926,7573459.001221519,4897248.901427342,1,2005,0,3064.174978735083,FALSE,CLARA,NA,TRUE
AEZ14,41.8162,78.9467,7617273.421083451,4883195.128234833,1,2005,0,2260.7025173224247,FALSE,CLARA,NA,TRUE
AEZ14,41.8035,78.968,7619328.578852796,4881980.289947525,1,2005,0,752.5877329708665,FALSE,CLARA,NA,TRUE
AEZ14,41.7994,78.9662,7619154.903548343,4881588.047403174,1,2005,0,1175.5287950559086,FALSE,CLARA,NA,TRUE
AEZ14,41.8235,78.955,7618074.257209534,4883893.313718626,1,2005,0,1835.3326117207957,FALSE,CLARA,NA,TRUE
AEZ14,41.8181,78.9697,7619492.605529223,4883376.85529178,1,2005,0,660.052056468211,FALSE,CLARA,NA,TRUE
AEZ14,42.0258,78.538,7577839.478344909,4903210.423935885,1,2005,0,4873.016650670004,FALSE,CLARA,NA,TRUE
AEZ14,41.8112,78.9696,7619482.956901197,4882716.873760807,1,2005,0,0,FALSE,CLARA,NA,TRUE
AEZ14,41.8298,78.9869,7621152.169549538,4884495.794322411,1,2005,0,2439.432153160814,FALSE,CLARA,NA,TRUE
AEZ14,42.0423,78.5519,7579180.637640398,4904783.303296327,1,2005,0,6905.673890225022,FALSE,CLARA,NA,TRUE
AEZ14,41.995,78.4977,7573951.081250799,4900273.306417598,1,2005,0,0,FALSE,CLARA,NA,TRUE
AEZ14,41.9765,78.5203,7576131.67118447,4898508.4553292915,1,2005,0,2805.2935359290796,FALSE,CLARA,NA,TRUE
AEZ14,42.0115,78.4827,7572503.787047035,4901846.93647152,1,2005,0,2137.983175531014,FALSE,CLARA,NA,TRUE
AEZ14,41.9988,78.4242,7566859.339652358,4900635.7538194135,1,2005,0,7100.997607248209,FALSE,CLARA,NA,TRUE
AEZ14,42.027,78.4658,7570873.168910796,4903324.828725996,1,2005,0,4334.204975701316,FALSE,CLARA,NA,TRUE
AEZ14,41.9601,78.4896,7573169.542380767,4896943.516306637,1,2005,0,3420.278524978344,FALSE,CLARA,NA,TRUE
AEZ14,70.4283,27.5477,2657975.102467622,6914529.589737405,1,2011,0,0,FALSE,CLARA,NA,TRUE
AEZ14,70.4234,27.35,2638899.7648620196,6914317.649988981,1,2011,0,517.4028494485194,FALSE,CLARA,NA,TRUE
AEZ14,70.4251,27.3457,2638484.873856941,6914391.185863025,1,2011,0,357.75146176085735,FALSE,CLARA,NA,TRUE
AEZ14,70.433,27.346800000000002,2638591.008765217,6914732.831131742,1,2011,0,0,FALSE,CLARA,NA,TRUE
AEZ14,70.4769,27.3464,2638552.4142531166,6916628.933971451,1,2011,0,1896.495587950114,FALSE,CLARA,NA,TRUE
AEZ14,70.4777,27.3388,2637819.1185232094,6916663.449243662,1,2011,0,2079.20678139009,FALSE,CLARA,NA,TRUE
AEZ14,70.4513,27.577,2660802.1504789735,6915523.729803147,1,2011,0,2996.7507285055817,FALSE,CLARA,NA,TRUE
AEZ14,70.4332,27.5452,2657733.886766995,6914741.478664524,1,2011,0,321.063750156725,FALSE,CLARA,NA,TRUE
AEZ14,70.4428,27.5634,2659489.9370675613,6915156.460664402,1,2011,0,1639.4178919014435,FALSE,CLARA,NA,TRUE
AEZ14,70.4177,27.54,2657232.15810969,6914071.043890186,1,2011,0,873.0581956463618,FALSE,CLARA,NA,TRUE
AEZ14,70.3284,29.9489,2889657.958606074,6910198.572247683,1,2011,0,8145.0705354268275,FALSE,CLARA,NA,TRUE
AEZ14,70.3281,29.9731,2891992.9265881465,6910185.534389707,1,2011,0,5872.0546215315935,FALSE,CLARA,NA,TRUE
AEZ14,70.3282,29.9817,2892822.708598304,6910189.8803635165,1,2011,0,5075.111991390141,FALSE,CLARA,NA,TRUE
AEZ14,70.3282,29.9861,2893247.248231408,6910189.8803635165,1,2011,0,4672.5344486151225,FALSE,CLARA,NA,TRUE
AEZ14,70.3251,30.0074,2895302.406000752,6910055.145339511,1,2011,0,2892.5487188885118,FALSE,CLARA,NA,TRUE
AEZ14,70.3638,30.0318,2897656.671238874,6911735.702770757,1,2011,0,0,FALSE,CLARA,NA,TRUE
AEZ14,70.3645,30.0402,2898467.155992981,6911766.071276488,1,2011,0,811.0535017988449,FALSE,CLARA,NA,TRUE
AEZ14,70.3659,30.0466,2899084.6681865877,6911826.805177765,1,2011,0,1430.9000423657346,FALSE,CLARA,NA,TRUE
AEZ14,70.3689,30.0583,2900213.5576655227,6911956.935287648,1,2011,0,2566.4395619826832,FALSE,CLARA,NA,TRUE
AEZ14,70.3691,30.0651,2900869.664371229,6911965.609951246,1,2011,0,3221.208186410626,FALSE,CLARA,NA,TRUE
AEZ14,70.3685,30.0745,2901776.6354055875,6911939.585706554,1,2011,0,4125.005816542817,FALSE,CLARA,NA,TRUE
AEZ14,-54.8215,-68.5656,-6615639.697170869,-5992313.824660292,1,2008,6,7117.131716330265,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8208,-68.5631,-6615398.481470243,-5992261.912141849,1,2008,6,6881.535157759797,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8199,-68.5579,-6614896.752812938,-5992195.166164957,1,2008,6,6389.414105036039,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8142,-68.539,-6613073.162116196,-5991772.407413571,1,2008,6,4667.09572172105,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8138,-68.5376,-6612938.081323845,-5991742.737912645,1,2008,6,4543.802479376948,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8153,-68.5389,-6613063.513488171,-5991853.997039837,1,2008,6,4638.41015748342,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8181,-68.5503,-6614163.45708303,-5992061.669788898,1,2008,6,5679.886567756811,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8309,-68.4891,-6608258.496731675,-5993010.849227918,1,2008,6,305.0851644409325,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8315,-68.4909,-6608432.172036128,-5993055.334697585,1,2008,6,182.3485720729799,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.832,-68.493,-6608634.793224653,-5993092.405421765,1,2008,6,198.00179763598354,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8324,-68.4952,-6608847.063041207,-5993122.061673479,1,2008,6,364.09200361105246,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8283,-68.4729,-6606695.418991611,-5992818.071287698,1,2009,6,1855.042563748644,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8293,-68.4754,-6606936.634692239,-5992892.218105402,1,2009,6,1611.4744058470446,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8293,-68.4781,-6607197.147648916,-5992892.218105402,1,2009,6,1350.9910540003789,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8293,-68.4788,-6607264.688045092,-5992892.218105402,1,2009,6,1283.4602948593276,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8296,-68.4921,-6608547.955572429,-5992914.461795795,1,2009,6,0,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8948,-67.1405,-6478137.099185317,-5997744.869624825,1,2007,0,9.648628025315702,FALSE,CLARA,NA,TRUE
AEZ14,-54.8948,-67.1404,-6478127.4505572915,-5997744.869624825,1,2007,0,0,FALSE,CLARA,NA,TRUE
AEZ14,-54.9068,-67.0917,-6473428.568709074,-5998633.05815164,1,2007,0,4782.088401804937,FALSE,CLARA,NA,TRUE
AEZ14,-54.8194,-68.4727,-6606676.121735563,-5992158.084429725,1,2007,6,2018.8780628708278,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8241,-68.4669,-6606116.501310105,-5992506.634778469,1,2007,6,2465.419377272947,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ14,-54.8254,-68.5634,-6615427.427354319,-5992603.035223962,1,2007,6,6886.517153646184,TRUE,CLARA,AEZ14_CLARA_6,FALSE
AEZ7,39.4885,-120.3067,-11607945.972260533,4656634.61281584,2,NA,1,1764.7385631023603,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4888,-120.3085,-11608119.647564983,4656664.309818034,2,NA,1,1925.6272249352692,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4888,-120.3097,-11608235.431101285,4656664.309818034,2,NA,1,2024.0576079964028,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.486,-120.3733,-11614371.958525242,4656387.132894616,2,NA,2,3920.131329726729,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4872,-120.3733,-11614371.958525242,4656505.924349446,2,NA,2,4001.2026591673625,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4868,-120.3722,-11614265.823616967,4656466.327421969,2,NA,2,3897.339423350609,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4788,-120.2905,-11606382.894520465,4655674.341807765,2,NA,1,125.92173335300595,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4783,-120.2917,-11606498.678056767,4655624.839730515,2,NA,1,0,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4785,-120.2927,-11606595.164337017,4655644.640603432,2,NA,1,98.49709053905315,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4642,-120.2738,-11604771.573640276,4654228.737007931,2,NA,1,2220.8089691532523,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4627,-120.2727,-11604665.438732002,4654080.199058828,2,NA,1,2397.2236496614464,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.4608,-120.2733,-11604723.330500154,4653892.046467754,2,NA,1,2480.8126568210123,TRUE,CLARA,AEZ7_CLARA_1,FALSE
AEZ7,39.46,-120.3427,-11611419.47834956,4653812.822812122,2,NA,2,90.31565748580084,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4593,-120.3433,-11611477.370117713,4653743.501378443,2,NA,2,0,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4592,-120.3427,-11611419.47834956,4653733.598260491,2,NA,2,58.732687363363944,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4542,-120.3458,-11611718.585818341,4653238.424513971,2,NA,2,559.721049500636,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4533,-120.3458,-11611718.585818341,4653149.289522987,2,NA,2,641.3054992702853,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4527,-120.3452,-11611660.69405019,4653089.865565766,2,NA,2,678.8574517769483,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4325,-120.2588,-11603324.279436512,4651088.964985594,2,NA,3,167.514992898206,TRUE,CLARA,AEZ7_CLARA_3,FALSE
AEZ7,39.433,-120.2638,-11603806.71083777,4651138.499119503,2,NA,3,350.86470508827136,TRUE,CLARA,AEZ7_CLARA_3,FALSE
AEZ7,39.4335,-120.2602,-11603459.360228864,4651188.032903626,2,NA,3,0,TRUE,CLARA,AEZ7_CLARA_3,FALSE
AEZ7,39.4883,-120.345,-11611641.39679414,4656614.8147443365,2,NA,2,2875.994644594837,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4883,-120.3452,-11611660.69405019,4656614.8147443365,2,NA,2,2877.159729555677,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,39.4877,-120.3452,-11611660.69405019,4656555.420193611,2,NA,2,2817.888409307982,TRUE,CLARA,AEZ7_CLARA_2,FALSE
AEZ7,-29.9416,-70.9548,-6846164.717946312,-3652313.6768168444,1,2006,0,3196.8712849410613,FALSE,CLARA,NA,TRUE
AEZ7,-29.9703,-70.9579,-6846463.82541509,-3655496.524713713,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-30.0084,-70.6222,-6814073.381134865,-3659720.4467528462,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-30.1243,-70.4948,-6801781.029030899,-3672559.81697302,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.536,117.5741,11344287.56284693,-3268465.0500046983,1,2013,0,9678.597651087808,FALSE,CLARA,NA,TRUE
AEZ7,-26.3307,117.3663,11324237.713810796,-3244950.092812417,1,2013,0,10752.746158642027,FALSE,CLARA,NA,TRUE
AEZ7,-26.2572,117.2971,11317560.863217436,-3236521.4976681396,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.2309,117.1687,11305172.02483322,-3233504.2824819232,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.4208,117.2686,11314811.004230285,-3255275.146802811,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.4335,117.515,11338585.223684104,-3256729.8756517237,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.4178,117.1953,11307738.559887893,-3254931.4871734437,1,2013,0,7080.788862625642,FALSE,CLARA,NA,TRUE
AEZ7,-26.5376,117.27,11314946.085022636,-3268648.1520297863,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.7141,117.3333,11321053.666562514,-3288831.2214062414,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-26.5801,117.4885,11336028.337257454,-3273510.8844405254,1,2013,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-22.7601,145.5619,14044726.277252976,-2829708.1693531303,1,2001,0,1780.9621041948076,FALSE,CLARA,NA,TRUE
AEZ7,-22.7728,145.5519,14043761.414450463,-2831205.121519669,1,2001,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-22.6562,145.534,14042034.310033971,-2817456.3478493183,1,2001,0,931.7270987323507,FALSE,CLARA,NA,TRUE
AEZ7,-22.6586,145.5432,14042921.983812282,-2817739.456750295,1,2001,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-22.6594,145.5476,14043346.523445385,-2817833.8253089627,1,2001,0,434.9015117701802,FALSE,CLARA,NA,TRUE
AEZ7,-22.7009,145.5456,14043153.550884886,-2822728.4566825517,1,2001,0,1268.9645634308954,FALSE,CLARA,NA,TRUE
AEZ7,-22.7116,145.5442,14043018.470092531,-2823990.2111130096,1,2001,0,0,FALSE,CLARA,NA,TRUE
AEZ7,-22.7162,145.5434,14042941.28106833,-2824532.6179790003,1,2001,0,547.8716580832834,FALSE,CLARA,NA,TRUE
AEZ7,30.7097,-7.83,-755487.5743645196,3737183.646229863,1,2004,0,0,FALSE,CLARA,NA,TRUE
AEZ7,28.5611,33.9569,3276374.969851668,3498167.4594814223,1,2010,18,1151.2871941204548,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5683,33.9364,3274397.001106525,3498976.6569834976,1,2010,18,1378.9595871710546,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5694,33.9306,3273837.3806810696,3499100.2796052727,1,2010,18,1859.5358950988782,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5503,33.9417,3274908.378391854,3496953.561591235,1,2010,18,1006.0208644382504,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.7087,33.9075,3271608.5476072733,3514745.1550840195,1,2012,0,2563.041960004114,FALSE,CLARA,NA,TRUE
AEZ7,28.6967,33.9301,3273789.137540944,3513398.2283488493,1,2012,0,0,FALSE,CLARA,NA,TRUE
AEZ7,28.6931,33.9425,3274985.5674160547,3512994.12083268,1,2012,0,1262.8330573287296,FALSE,CLARA,NA,TRUE
AEZ7,28.696,33.9191,3272727.788458184,3513319.6529533956,1,2012,0,1064.2537142271583,FALSE,CLARA,NA,TRUE
AEZ7,28.5384,33.9326,3274030.353241571,3495615.8847683906,1,2012,18,2590.037577862363,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5436,33.9333,3274097.8936377466,3496200.434022835,1,2012,18,2054.591253361727,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5386,33.9273,3273518.9759562416,3495638.367954509,1,2012,18,2849.7297960044025,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5427,33.9234,3273142.6794632627,3496099.2640586034,1,2012,18,2774.779972938104,TRUE,CLARA,AEZ7_CLARA_18,FALSE
AEZ7,28.5828,33.9202,3272833.92336646,3500606.1262769434,1,2012,0,510.1434056194854,FALSE,CLARA,NA,TRUE
AEZ7,28.5927,33.9178,3272602.356293857,3501718.534102598,1,2012,0,676.4740475343068,FALSE,CLARA,NA,TRUE
AEZ7,28.593,33.9159,3272419.0323613808,3501752.2418292607,1,2012,0,801.8309067196199,FALSE,CLARA,NA,TRUE
AEZ7,28.5829,33.9192,3272737.4370862083,3500617.363232437,1,2012,0,520.9142123022477,FALSE,CLARA,NA,TRUE
AEZ7,28.5947,33.9167,3272496.221385582,3501943.250500784,1,2012,0,924.9683151800252,FALSE,CLARA,NA,TRUE
AEZ7,28.5869,33.9212,3272930.4096467113,3501066.83287092,1,2012,0,53.46036828655641,FALSE,CLARA,NA,TRUE
AEZ7,28.5873,33.9209,3272901.4637626363,3501111.778913821,1,2012,0,0,FALSE,CLARA,NA,TRUE
AEZ7,28.5921,33.9149,3272322.5460811304,3501651.1183666517,1,2012,0,791.2222995718658,FALSE,CLARA,NA,TRUE
AEZ7,28.9132,34.4342,3322427.871415421,3537675.723002874,1,2012,0,2199.402566381192,FALSE,CLARA,NA,TRUE
AEZ7,28.8963,34.4226,3321308.630564511,3535782.4001126466,1,2012,0,0,FALSE,CLARA,NA,TRUE
AEZ7,28.8946,34.4217,3321221.7929122844,3535591.9307983853,1,2012,0,209.33068938735627,FALSE,CLARA,NA,TRUE
AEZ7,28.8953,34.422,3321250.7387963594,3535670.3597095367,1,2012,0,126.11307921363465,FALSE,CLARA,NA,TRUE
AEZ7,28.8968,34.4228,3321327.9278205605,3535838.419917783,1,2012,0,59.25033888965037,FALSE,CLARA,NA,TRUE
