AEZ,lat_r,lon_r,x,y,n_years,years_single,cluster_within_aez,dist_to_medoid,year_rule_ok,method,cluster_id,cluster_missing
AEZ11,53.6858,-8.6156,-831287.1961296241,5906922.32153511,2,NA,195,0,TRUE,CLARA,AEZ11_CLARA_195,FALSE
AEZ11,53.6856,-8.6158,-831306.4933856741,5906907.079174653,2,NA,195,24.590926036916848,TRUE,CLARA,AEZ11_CLARA_195,FALSE
AEZ11,40.338,8.4248,812877.613857753,4740218.213595122,1,2006,196,8341.073813905692,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.3457,8.4832,818512.4126244053,4740971.147880299,1,2006,196,3127.3154596251147,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.3636,8.8839,857174.4651209397,4742721.14865832,1,2007,197,5451.733136154019,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3929,8.5007,820200.922528796,4745584.6878807675,1,2007,196,2367.8896223620686,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.3896,8.5264,822680.6199312442,4745262.234489486,1,2006,196,2856.328386377822,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.2874,8.541,824089.3196229072,4735268.255907335,1,2006,196,8701.33640251737,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.324,8.5767,827533.8798278642,4738849.025452697,1,2007,196,8179.596352313515,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.2843,8.7124,840627.0680579109,4734964.878961606,1,2006,198,5528.415728139614,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.4218,8.5052,820635.1107899251,4748407.93313257,1,2007,196,5149.175631630952,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.2898,8.6262,832309.9507002835,4735503.118975025,1,2006,198,7401.120710223356,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.3475,8.8935,858100.7334113482,4741147.146292153,1,2006,197,5656.467627201046,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3079,8.5292,822950.7815159465,4737274.11348638,1,2006,196,6413.564539219795,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.0579,8.4745,817672.9819862226,4712771.610290972,1,2008,199,6475.587736780974,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.237,8.6811,837607.0474860579,4730334.235787194,1,2007,198,0,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,39.767,8.759,845123.3287176026,4684148.951161173,1,2008,0,0,FALSE,CLARA,NA,TRUE
AEZ11,40.3931,8.5136,821445.5955440326,4745604.2300106045,1,2006,196,2478.4142891825127,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.3935,8.5134,821426.2982879825,4745643.314098872,1,2006,196,2509.356503543148,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.3691,8.5053,820644.7594179502,4743258.766540843,1,2006,196,0,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,40.1222,8.8783,856634.1419515344,4719082.140441946,1,2008,201,0,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,40.1486,8.7706,846242.5695685128,4721671.389190815,1,2008,198,12231.809056266375,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.144,8.8127,850304.6419670756,4721220.303445438,1,2008,201,6680.891488623838,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,40.1218,8.592,829010.1199157028,4719042.90178658,1,2006,199,7328.996604804489,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.0689,8.8203,851037.9376969825,4713851.588197889,1,2008,201,7660.03778296648,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,40.1278,8.7246,841804.2006769717,4719631.457756688,1,2008,198,11496.327782308894,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.1789,8.9517,863716.2349219505,4724641.919908893,1,2008,201,9003.731924191665,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,40.1141,8.9316,861776.8606889072,4718287.513384421,1,2008,201,5203.747512348668,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,39.9602,8.5767,827533.8798278642,4703171.916653985,1,2008,202,12334.685390864572,TRUE,CLARA,AEZ11_CLARA_202,FALSE
AEZ11,40.0445,8.6732,836844.8058720756,4711455.768989258,1,2008,202,3700.2376393353516,TRUE,CLARA,AEZ11_CLARA_202,FALSE
AEZ11,40.0559,8.582,828045.2571131937,4712575.2322331,1,2008,199,8127.192829374479,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.0065,8.7678,845972.4079838104,4707722.894310071,1,2008,0,0,FALSE,CLARA,NA,TRUE
AEZ11,40.0444,8.4705,817287.0368652188,4711445.948320917,1,2008,199,7763.086354997365,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.0676,8.6429,833921.2715804733,4713723.963388639,1,2007,202,0,TRUE,CLARA,AEZ11_CLARA_202,FALSE
AEZ11,40.2811,8.6414,833776.5421600972,4734651.701297501,1,2007,198,5771.765716390669,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.0609,8.4789,818097.5216193264,4713066.166740832,1,2007,199,5979.874737143321,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.3328,8.8368,852629.9613211222,4739709.69063914,1,2007,197,0,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.2429,8.887,857473.5725897173,4730912.016382492,1,2007,197,10042.890144144125,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3302,8.7199,841350.7151597926,4739455.414695157,1,2007,197,11282.111957588386,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3856,8.8776,856566.6015553587,4744871.361040593,1,2007,197,6491.5312266864985,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.2454,8.8805,856846.4117680865,4731156.823718337,1,2007,197,9535.721626424858,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3147,8.8223,851230.9102574843,4737939.338788292,1,2007,197,2256.4329270923163,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.2276,8.9293,861554.9422443303,4729413.601616051,1,2007,201,11443.485723922808,TRUE,CLARA,AEZ11_CLARA_201,FALSE
AEZ11,40.2121,8.8479,853700.9590319073,4727895.259961488,1,2007,197,11862.875213604833,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3808,8.8304,852012.4491275164,4744402.282738496,1,2007,197,4733.047846809276,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.2134,8.5681,826704.0978177064,4728022.617880698,1,2006,198,11145.307928282533,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2829,8.9363,862230.3462060865,4734827.865529165,1,2007,197,10770.311339224865,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3349,8.7197,841331.4179037422,4739915.060322878,1,2007,197,11300.409729802774,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.2424,8.9053,859239.2715183089,4730863.053847405,1,2007,197,11042.914642770453,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.3363,8.7842,847554.7829799253,4740051.969950065,1,2007,197,5086.707217998893,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.0606,8.5987,829656.5779933836,4713036.711670259,1,2007,199,9176.996796430369,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1063,8.6343,833091.4895703157,4717522.228906806,1,2007,199,11301.2057745028,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.205,8.5033,820451.7868574482,4727199.647357097,1,2007,199,9526.998519409266,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1375,8.4766,817875.6031747492,4720582.848417666,1,2007,199,4824.068819503761,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1088,8.5172,821792.946152936,4717767.52179957,1,2007,199,0,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1778,8.6778,837288.6427612297,4724534.10169079,1,2007,198,5808.867110295036,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.1878,8.6046,830225.8470468641,4725514.204030564,1,2007,198,8815.601287403902,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2348,8.6075,830505.6572595919,4730118.779489947,1,2007,198,7104.657948456807,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2468,8.6279,832473.97737671,4731293.911939062,1,2007,198,5222.009868235032,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.1983,8.6766,837172.8592249288,4726543.1584226,1,2007,198,3815.8599332842923,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.1756,8.6674,836285.1854466206,4724318.460093143,1,2007,198,6159.2918791398415,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2234,8.6944,838890.3150133947,4729002.213779163,1,2007,198,1849.6102769496476,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2897,8.7151,840887.5810145881,4735493.333177778,1,2006,197,12476.424387831017,TRUE,CLARA,AEZ11_CLARA_197,FALSE
AEZ11,40.1919,8.6637,835928.1862096922,4725916.004882933,1,2007,198,4726.451047948384,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2317,8.5867,828498.7426303731,4729815.170285169,1,2006,198,9123.08315973734,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.2169,8.5555,825488.3706865452,4728365.492633077,1,2006,198,12277.551750162962,TRUE,CLARA,AEZ11_CLARA_198,FALSE
AEZ11,40.3653,8.4135,811787.3188909178,4742887.32606954,1,2007,196,8865.225361694813,TRUE,CLARA,AEZ11_CLARA_196,FALSE
AEZ11,39.9158,8.4186,812279.3989201974,4698804.846429046,1,2008,0,0,FALSE,CLARA,NA,TRUE
AEZ11,39.9424,8.4193,812346.939316373,4701421.48916911,1,2008,0,2617.514266291951,FALSE,CLARA,NA,TRUE
AEZ11,40.1957,8.4937,819525.5185670397,4726288.384323893,1,2007,199,8817.387709276376,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1832,8.4674,816987.9293964412,4725063.374616143,1,2006,199,8735.997616259785,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.1545,8.4589,816167.7960143086,4722249.911674196,1,2007,199,7192.644372569033,TRUE,CLARA,AEZ11_CLARA_199,FALSE
AEZ11,40.2085,-8.4419,-814527.5292500433,4727542.563942801,1,2009,0,467.92002522316363,FALSE,CLARA,NA,TRUE
AEZ11,40.2084,-8.4415,-814488.9347379428,4727532.76656794,1,2009,0,491.12414289322527,FALSE,CLARA,NA,TRUE
AEZ11,40.2091,-8.4422,-814556.4751341186,4727601.347893166,1,2009,0,489.8918995402821,FALSE,CLARA,NA,TRUE
AEZ11,40.2062,-8.4436,-814691.5559264697,4727317.220721331,1,2009,0,203.42897245343477,FALSE,CLARA,NA,TRUE
AEZ11,40.2061,-8.4438,-814710.85318252,4727307.423019227,1,2009,0,181.79248809293745,FALSE,CLARA,NA,TRUE
AEZ11,40.2026,-8.4474,-815058.2037914232,4726964.49448252,1,2009,0,321.85783514776955,FALSE,CLARA,NA,TRUE
AEZ11,40.2028,-8.4472,-815038.9065353731,4726984.090868391,1,2009,0,294.79698738932393,FALSE,CLARA,NA,TRUE
AEZ11,40.2031,-8.4465,-814971.3661391975,4727013.485340492,1,2009,0,236.1647672611679,FALSE,CLARA,NA,TRUE
AEZ11,40.2053,-8.4455,-814874.8798589464,4727229.040890221,1,2009,0,0,FALSE,CLARA,NA,TRUE
AEZ11,40.2031,-8.4458,-814903.8257430217,4727013.485340492,1,2009,0,217.49036581819652,FALSE,CLARA,NA,TRUE
AEZ11,40.2033,-8.4442,-814749.4476946205,4727033.081584097,1,2009,0,232.6655915771898,FALSE,CLARA,NA,TRUE
AEZ11,40.2036,-8.4441,-814739.7990665954,4727062.475842803,1,2009,0,214.45450679216069,FALSE,CLARA,NA,TRUE
AEZ11,40.2037,-8.4439,-814720.501810545,4727072.273900587,1,2009,0,220.01925112809894,FALSE,CLARA,NA,TRUE
AEZ11,40.2062,-8.4467,-814990.6633952475,4727317.220721331,1,2009,0,145.53868864715193,FALSE,CLARA,NA,TRUE
AEZ11,40.2061,-8.4467,-814990.6633952475,4727307.423019227,1,2009,0,139.81983201934426,FALSE,CLARA,NA,TRUE
AEZ11,40.2062,-8.4465,-814971.3661391975,4727317.220721331,1,2009,0,130.7106915727568,FALSE,CLARA,NA,TRUE
AEZ11,40.2062,-8.4464,-814961.7175111724,4727317.220721331,1,2009,0,123.7596883434262,FALSE,CLARA,NA,TRUE
AEZ11,40.206,-8.4479,-815106.4469315486,4727297.6253029,1,2009,0,241.51010491508728,FALSE,CLARA,NA,TRUE
AEZ11,40.2057,-8.4458,-814903.8257430217,4727268.232068545,1,2009,0,48.7217883843652,FALSE,CLARA,NA,TRUE
AEZ11,40.2056,-8.4481,-815125.7441875988,4727258.434295304,1,2009,0,252.58044986225624,FALSE,CLARA,NA,TRUE
AEZ11,40.2054,-8.4482,-815135.3928156239,4727238.838706142,1,2009,0,260.69713806191544,FALSE,CLARA,NA,TRUE
AEZ11,40.2054,-8.4485,-815164.3386996993,4727238.838706142,1,2009,0,289.62461512587487,FALSE,CLARA,NA,TRUE
AEZ11,40.2084,-8.4455,-814874.8798589464,4727532.76656794,1,2009,0,303.72567771933973,FALSE,CLARA,NA,TRUE
AEZ11,40.2084,-8.4452,-814845.9339748713,4727532.76656794,1,2009,0,305.10187071036324,FALSE,CLARA,NA,TRUE
AEZ11,40.2085,-8.445,-814826.6367188211,4727542.563942801,1,2009,0,317.2130278986679,FALSE,CLARA,NA,TRUE
AEZ11,40.2088,-8.4452,-814845.9339748713,4727571.955982013,1,2009,0,344.13460213075075,FALSE,CLARA,NA,TRUE
AEZ11,40.2053,-8.4456,-814884.5284869717,4727229.040890221,1,2009,0,9.648628025315702,FALSE,CLARA,NA,TRUE
AEZ11,40.2049,-8.4454,-814865.2312309212,4727189.849484267,1,2009,0,40.36164421090029,FALSE,CLARA,NA,TRUE
AEZ11,40.2075,-8.4417,-814508.2319939932,4727444.589553936,1,2009,0,425.3138644630208,FALSE,CLARA,NA,TRUE
AEZ11,40.2069,-8.4413,-814469.6374818928,4727385.804237667,1,2009,0,434.5067677982945,FALSE,CLARA,NA,TRUE
AEZ11,40.2074,-8.4418,-814517.8806220182,4727434.792036792,1,2009,0,412.04610116208875,FALSE,CLARA,NA,TRUE
AEZ11,40.2073,-8.4418,-814517.8806220182,4727424.994505424,1,2009,0,407.2422798269182,FALSE,CLARA,NA,TRUE
AEZ11,40.2088,-8.4419,-814527.5292500433,4727571.955982013,1,2009,0,488.1016345845948,FALSE,CLARA,NA,TRUE
AEZ11,40.2058,-8.4435,-814681.9072984447,4727278.029827558,1,2009,0,199.0937595408399,FALSE,CLARA,NA,TRUE
AEZ11,40.2056,-8.4437,-814701.2045544949,4727258.434295304,1,2009,0,176.14506419064085,FALSE,CLARA,NA,TRUE
AEZ11,40.2034,-8.4439,-814720.501810545,4727042.879684562,1,2009,0,241.8441157451114,FALSE,CLARA,NA,TRUE
AEZ11,52.9123,-7.0338,-678665.198028756,5847438.199865176,1,2008,66,1699.778681005806,TRUE,CLARA,AEZ11_CLARA_66,FALSE
AEZ11,52.8904,-7.0335,-678636.2521446806,5845738.530726694,1,2008,66,9.648628025082871,TRUE,CLARA,AEZ11_CLARA_66,FALSE
AEZ11,53.525,-7.3961,-713622.1773636556,5894644.331965797,1,2008,67,0,TRUE,CLARA,AEZ11_CLARA_67,FALSE
AEZ11,52.3973,-1.7267,-166602.860109223,5807244.137056513,1,2011,60,10737.894659314477,TRUE,CLARA,AEZ11_CLARA_60,FALSE
AEZ11,52.3829,-1.7231,-166255.50950031978,5806113.5355669465,1,2011,60,11771.455854692946,TRUE,CLARA,AEZ11_CLARA_60,FALSE
AEZ11,52.3391,-1.7471,-168571.1802263413,5802672.378762662,1,2011,61,1878.424134574757,TRUE,CLARA,AEZ11_CLARA_61,FALSE
AEZ11,52.3478,-1.7714,-170915.7968364381,5803356.164954358,1,2011,61,4299.503546269314,TRUE,CLARA,AEZ11_CLARA_61,FALSE
AEZ11,52.3822,-1.8333,-176888.29758396855,5806058.5664660055,1,2011,59,8831.094956203362,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.3737,-2.0002,-192991.85775784322,5805391.015682866,1,2011,0,6211.984976980916,FALSE,CLARA,NA,TRUE
AEZ11,52.4119,-1.9323,-186440.43932880732,5808390.068511864,1,2011,59,11537.744925979981,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4217,-1.9785,-190898.10547639875,5809159.044779167,1,2011,0,2158.627575267116,FALSE,CLARA,NA,TRUE
AEZ11,52.4491,-1.9806,-191100.7266649256,5811308.141720364,1,2011,0,0,FALSE,CLARA,NA,TRUE
AEZ11,52.4492,-2.0064,-193590.0726953988,5811315.982716832,1,2011,0,2489.3583793134776,FALSE,CLARA,NA,TRUE
AEZ11,52.4394,-1.855,-178982.04986541302,5810547.481298336,1,2011,59,4812.2457109369325,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4464,-1.9486,-188013.16569689696,5811096.428153726,1,2011,59,11735.508627061316,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4793,-1.8815,-181538.9362920618,5813675.321501975,1,2011,59,4787.890337313784,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5087,-1.8627,-179724.99422334493,5815978.249788637,1,2011,59,3020.398950486996,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4812,-1.9232,-185562.41417852417,5813824.196270452,1,2011,59,8720.153028720219,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5007,-1.9764,-190695.48428787186,5815351.753599451,1,2011,0,4063.8674206787427,FALSE,CLARA,NA,TRUE
AEZ11,52.5488,-1.9547,-188601.73200642742,5819116.860563501,1,2011,59,12434.71893118086,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5266,-1.9135,-184626.4972600905,5817379.626111305,1,2011,59,8110.578507072147,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5367,-1.8625,-179705.6969672948,5818170.097360038,1,2011,59,4311.701959186212,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5499,-1.8727,-180689.8570258539,5819202.917133134,1,2011,59,5736.7119458412235,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5556,-1.8138,-175006.8151190761,5819648.812425315,1,2011,59,5124.712918740384,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4496,-1.8557,-179049.59026158866,5811347.346526483,1,2011,59,4139.563966972088,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5442,-1.8059,-174244.573505094,5818756.964498515,1,2011,59,4695.516881976944,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5272,-1.8028,-173945.4660363162,5817426.589827991,1,2011,59,3900.040994909166,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.5408,-1.7305,-166969.5079741764,5818490.930362323,1,2011,59,10570.47115263761,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.57,-1.7043,-164441.56743160292,5820775.029291498,1,2011,60,3109.6111957878634,TRUE,CLARA,AEZ11_CLARA_60,FALSE
AEZ11,52.5875,-1.7062,-164624.8913640796,5822143.202840789,1,2011,60,4489.795951668093,TRUE,CLARA,AEZ11_CLARA_60,FALSE
AEZ11,52.5819,-1.7088,-164875.75569273197,5821705.44613704,1,2011,60,4095.822723779843,TRUE,CLARA,AEZ11_CLARA_60,FALSE
AEZ11,52.3371,-1.7277,-166699.3463894739,5802515.167705446,1,2011,61,0,TRUE,CLARA,AEZ11_CLARA_61,FALSE
AEZ11,52.4597,-1.8471,-178219.80825143092,5812139.189262655,1,2011,59,3047.4391146811427,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4744,-1.8222,-175817.29987318363,5813291.351935537,1,2011,59,1934.7529386827355,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4901,-1.813,-174929.6260948754,5814521.472284869,1,2011,59,2011.9413690452036,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.495,-1.7851,-172237.65887587535,5814905.306200055,1,2011,59,4669.96224057736,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4866,-1.7684,-170626.33799568538,5814247.279279832,1,2011,59,6314.017364101355,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4644,-1.7664,-170433.3654351836,5812507.609231234,1,2011,59,6898.53017550835,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,52.4137,-1.7389,-167779.99272828392,5808531.3217342375,1,2011,59,11123.908296251364,TRUE,CLARA,AEZ11_CLARA_59,FALSE
AEZ11,40.8447,14.6969,1418049.2122194008,4789584.171631305,1,2008,0,0,FALSE,CLARA,NA,TRUE
AEZ11,40.8361,14.6664,1415106.3806717484,4788749.382143164,1,2008,0,3058.942792431385,FALSE,CLARA,NA,TRUE
AEZ11,38.4667,-7.4667,-720434.108749369,4554760.572531787,1,2004,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.205,8.2616,797131.0529208066,5107412.7363955565,1,2006,0,7246.265808963734,FALSE,CLARA,NA,TRUE
AEZ11,44.2686,8.3485,805515.7106746094,5113263.93618608,1,2006,0,5915.769712701876,FALSE,CLARA,NA,TRUE
AEZ11,44.1695,8.3371,804415.7670797491,5104144.025362373,1,2006,0,3314.9600271134345,FALSE,CLARA,NA,TRUE
AEZ11,44.2055,8.3367,804377.172567649,5107458.7607130455,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.2327,8.3739,807966.4621929824,5109961.902952894,1,2006,0,4375.925169314247,FALSE,CLARA,NA,TRUE
AEZ11,44.4045,8.5228,822333.2693223408,5125745.811611181,1,2006,0,1469.6344620569105,FALSE,CLARA,NA,TRUE
AEZ11,44.3955,8.5354,823548.9964535021,5124920.079817786,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.3227,9.627,928873.4199753808,5118236.224232886,1,2006,0,1215.7271311612567,FALSE,CLARA,NA,TRUE
AEZ11,44.2045,9.8135,946868.1112421729,5107366.71169282,1,2006,0,4086.3663886628938,FALSE,CLARA,NA,TRUE
AEZ11,43.8292,7.5574,729185.4143681254,5072712.154073755,1,2006,0,3599.128960940402,FALSE,CLARA,NA,TRUE
AEZ11,43.9599,7.9904,770963.9737167635,5084805.304787528,1,2006,0,1454.5619802298127,FALSE,CLARA,NA,TRUE
AEZ11,44.1777,9.7881,944417.3597238001,5104899.223990844,1,2006,0,4891.879100365517,FALSE,CLARA,NA,TRUE
AEZ11,43.9582,7.816,754136.766441007,5084648.1786131095,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.0044,7.9398,766081.7679360681,5088916.736220907,1,2006,0,6894.073411758776,FALSE,CLARA,NA,TRUE
AEZ11,43.8296,7.5947,732784.3526214837,5072749.20439081,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,43.8682,7.8178,754310.4417454588,5076323.407935342,1,2006,0,8326.582128868795,FALSE,CLARA,NA,TRUE
AEZ11,43.8872,7.917,763881.8807463477,5078081.893096338,1,2006,0,11206.907842150478,FALSE,CLARA,NA,TRUE
AEZ11,43.969,8.0027,772150.7549638496,5085646.316574541,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.1683,9.838,949232.0251083197,5104033.499803991,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,43.9602,8.0278,774572.560598147,5084833.032475776,1,2006,0,2554.7159442134825,FALSE,CLARA,NA,TRUE
AEZ11,43.9787,8.0899,780564.3586017278,5086542.639797875,1,2006,0,8461.212767446805,FALSE,CLARA,NA,TRUE
AEZ11,44.1769,9.9007,955281.7148800511,5104825.550634686,1,2006,0,6101.318779788164,FALSE,CLARA,NA,TRUE
AEZ11,43.9024,7.6552,738621.772576663,5079488.283075001,1,2006,0,8915.753094654703,FALSE,CLARA,NA,TRUE
AEZ11,43.9945,7.8402,756471.734423079,5088002.321067002,1,2006,0,4086.850508435891,FALSE,CLARA,NA,TRUE
AEZ11,44.3227,9.6396,930089.147106542,5118236.224232886,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.2056,9.6508,931169.7934453522,5107467.965530309,1,2006,0,10822.346880192448,FALSE,CLARA,NA,TRUE
AEZ11,44.188,9.5755,923904.3765424595,5105847.680399168,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.3131,9.7272,938541.3452565206,5117354.225606667,1,2006,0,8498.09244143372,FALSE,CLARA,NA,TRUE
AEZ11,44.2229,9.7637,942063.0944856782,5109060.166952485,1,2006,0,8755.623843793024,FALSE,CLARA,NA,TRUE
AEZ11,44.0866,9.9243,957558.7910939724,5096503.338978728,1,2006,0,11226.680445890708,FALSE,CLARA,NA,TRUE
AEZ11,44.0865,9.9368,958764.8695971083,5096494.115843606,1,2006,0,12153.906143686336,FALSE,CLARA,NA,TRUE
AEZ11,44.0774,9.9491,959951.6508441945,5095654.74618722,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.1419,9.7501,940750.881074266,5101601.376570915,1,2006,0,8822.982916634997,FALSE,CLARA,NA,TRUE
AEZ11,44.1318,9.9,955214.1744838756,5100670.621441323,1,2006,0,6862.584209578998,FALSE,CLARA,NA,TRUE
AEZ11,44.4594,8.8994,858670.0024648284,5130780.061720686,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.3875,9.0377,872014.0550235274,5124185.990840225,1,2006,0,7265.422698327027,FALSE,CLARA,NA,TRUE
AEZ11,44.3599,9.3514,902281.8011382336,5121652.624318217,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.3057,9.4137,908292.8963978646,5116674.2545394255,1,2006,0,7804.962003414333,FALSE,CLARA,NA,TRUE
AEZ11,44.1045,9.9371,958793.8154811837,5098154.032429714,1,2006,0,11224.792725916403,FALSE,CLARA,NA,TRUE
AEZ11,44.4504,8.8869,857463.9239616923,5129955.094494788,1,2006,0,1461.2310835501446,FALSE,CLARA,NA,TRUE
AEZ11,44.3602,9.2635,893800.6571041798,5121680.167240589,1,2006,0,8481.188757417136,FALSE,CLARA,NA,TRUE
AEZ11,44.3418,9.3889,905900.0366476421,5119990.610680319,1,2006,0,3981.6978205411597,FALSE,CLARA,NA,TRUE
AEZ11,44.0862,9.9742,962373.456478492,5096466.4463459905,1,2006,0,2554.2121442947737,FALSE,CLARA,NA,TRUE
AEZ11,44.3965,9.0502,873220.1335266635,5125011.8339811275,1,2006,0,6116.603636147382,FALSE,CLARA,NA,TRUE
AEZ11,44.3874,9.113,879279.4719264199,5124176.814101742,1,2006,0,0,FALSE,CLARA,NA,TRUE
AEZ11,44.3693,9.1632,884123.0831950149,5122515.569782713,1,2006,0,5120.576413721778,FALSE,CLARA,NA,TRUE
AEZ11,44.3871,9.3013,897447.8384976637,5124149.283793525,1,2006,0,5440.634461721376,FALSE,CLARA,NA,TRUE
AEZ11,44.4505,8.9372,862317.1838583123,5129964.261486226,1,2006,0,3737.306802969285,FALSE,CLARA,NA,TRUE
