sample_id,phylo_div,SR
CM2_2012__Kone 1 3 15__2008-07-16,5,1
CM2_2012__Kone 1 3 1__2008-07-16,5,1
CM2_2012__Kone 1 3 4__2008-07-16,5,1
CM2_2012__Kone 1 3 6__2008-07-16,5,1
CM2_2012__Kone 1 3 9__2008-07-16,5,1
CM2_2012__Kone 1 4 10__2008-07-16,5,1
CM2_2012__Kone 1 4 2__2008-07-16,5,1
CM2_2012__Kone 1 4 3__2008-07-16,5,1
CM2_2012__Sambuichi 1  10__2008-10-16,22,11
CM2_2012__Sambuichi 1  11__2008-10-16,29,15
CM2_2012__Sambuichi 1  12__2008-10-16,22,12
CM2_2012__Sambuichi 1  13__2008-10-16,19,9
CM2_2012__Sambuichi 1  14__2008-10-16,40,23
CM2_2012__Sambuichi 1  15__2008-10-16,40,24
CM2_2012__Sambuichi 1  16__2008-10-16,34,18
CM2_2012__Sambuichi 1  1__2008-10-16,24,12
CM2_2012__Sambuichi 1  2__2008-10-16,28,15
CM2_2012__Sambuichi 1  3__2008-10-16,31,16
CM2_2012__Sambuichi 1  4__2008-10-16,33,19
CM2_2012__Sambuichi 1  5__2008-10-16,39,23
CM2_2012__Sambuichi 1  6__2008-10-16,40,24
CM2_2012__Sambuichi 1  7__2008-10-16,32,18
CM2_2012__Sambuichi 1  8__2008-10-16,32,18
CM2_2012__Sambuichi 1  9__2008-10-16,35,21
CM2_2017__Rolim 1  1__2002-10-31,54,34
CM2_2017__Rolim 1  2__2002-10-31,64,40
CM2_2017__Rolim 1  3__2002-10-31,60,39
DB1_2003__Ishitani 1  1__2001-12-30,5,1
DB1_2003__Ishitani 1  2__2001-12-30,5,1
DB1_2003__Ishitani 1  3__2001-12-30,5,1
DB1_2003__Ishitani 2  1__2002-01-30,8,4
DB1_2003__Ishitani 2  2__2002-01-30,9,5
DB1_2003__Ishitani 2  3__2002-01-30,8,4
DB1_2004__Helden 1  10__2002-07-16,8,4
DB1_2004__Helden 1  11__2002-07-16,13,9
DB1_2004__Helden 1  12__2002-07-16,5,1
DB1_2004__Helden 1  13__2002-07-16,9,5
DB1_2004__Helden 1  14__2002-07-16,6,2
DB1_2004__Helden 1  15__2002-07-16,10,6
DB1_2004__Helden 1  17__2002-07-16,8,4
DB1_2004__Helden 1  18__2002-07-16,6,2
DB1_2004__Helden 1  2__2002-07-16,6,2
DB1_2004__Helden 1  3__2002-07-16,6,2
DB1_2004__Helden 1  4__2002-07-16,9,5
DB1_2004__Helden 1  5__2002-07-16,10,6
DB1_2004__Helden 1  6__2002-07-16,9,5
DB1_2004__Helden 1  7__2002-07-16,13,9
DB1_2004__Helden 1  8__2002-07-16,11,7
DB1_2004__Helden 1  9__2002-07-16,9,5
DB1_2004__Helden 2  10__2002-07-16,8,4
DB1_2004__Helden 2  11__2002-07-16,9,5
DB1_2004__Helden 2  12__2002-07-16,9,5
DB1_2004__Helden 2  13__2002-07-16,11,7
DB1_2004__Helden 2  14__2002-07-16,9,5
DB1_2004__Helden 2  15__2002-07-16,5,1
DB1_2004__Helden 2  17__2002-07-16,6,2
DB1_2004__Helden 2  18__2002-07-16,7,3
DB1_2004__Helden 2  1__2002-07-16,7,3
DB1_2004__Helden 2  2__2002-07-16,7,3
DB1_2004__Helden 2  3__2002-07-16,5,1
DB1_2004__Helden 2  4__2002-07-16,12,8
DB1_2004__Helden 2  5__2002-07-16,6,2
DB1_2004__Helden 2  6__2002-07-16,6,2
DB1_2004__Helden 2  7__2002-07-16,11,7
DB1_2004__Helden 2  8__2002-07-16,5,1
DB1_2004__Helden 2  9__2002-07-16,6,2
DB1_2004__Weller 1  1__2000-06-15,5,1
DB1_2004__Weller 1  2__2000-06-15,5,1
DB1_2004__Weller 1  3__2000-06-15,5,1
DB1_2004__Weller 1  4__2000-06-15,5,1
DB1_2004__Weller 1  5__2000-06-15,5,1
DB1_2004__Weller 1  6__2000-06-15,5,1
DB1_2004__Weller 1  7__2000-06-15,5,1
DB1_2004__Weller 1  8__2000-06-15,5,1
DB1_2004__Weller 1  9__2000-06-15,5,1
DB1_2007__Elek 1  1__2004-08-16,6,2
DB1_2007__Elek 1  2__2004-08-16,6,2
DB1_2007__Elek 1  3__2004-08-16,6,2
DB1_2007__Hornung 1  10__2001-07-01,6,2
DB1_2007__Hornung 1  11__2001-07-01,6,2
DB1_2007__Hornung 1  12__2001-07-01,6,2
DB1_2007__Hornung 1  1__2001-07-01,7,3
DB1_2007__Hornung 1  2__2001-07-01,6,2
DB1_2007__Hornung 1  3__2001-07-01,7,3
DB1_2007__Hornung 1  4__2001-07-01,6,2
DB1_2007__Hornung 1  5__2001-07-01,6,2
DB1_2007__Hornung 1  6__2001-07-01,6,2
DB1_2007__Hornung 1  7__2001-07-01,6,2
DB1_2007__Hornung 1  8__2001-07-01,6,2
DB1_2007__Hornung 1  9__2001-07-01,6,2
DB1_2010__Buczkowski 1  10__2009-06-30,5,1
DB1_2010__Buczkowski 1  11__2009-06-30,5,1
DB1_2010__Buczkowski 1  12__2009-06-30,5,1
DB1_2010__Buczkowski 1  13__2009-06-30,5,1
DB1_2010__Buczkowski 1  14__2009-06-30,5,1
DB1_2010__Buczkowski 1  15__2009-06-30,5,1
DB1_2010__Buczkowski 1  16__2009-06-30,5,1
DB1_2010__Buczkowski 1  17__2009-06-30,5,1
DB1_2010__Buczkowski 1  18__2009-06-30,5,1
DB1_2010__Buczkowski 1  19__2009-06-30,5,1
DB1_2010__Buczkowski 1  1__2009-06-30,5,1
DB1_2010__Buczkowski 1  20__2009-06-30,5,1
DB1_2010__Buczkowski 1  21__2009-06-30,5,1
DB1_2010__Buczkowski 1  22__2009-06-30,5,1
DB1_2010__Buczkowski 1  23__2009-06-30,5,1
DB1_2010__Buczkowski 1  24__2009-06-30,5,1
DB1_2010__Buczkowski 1  25__2009-06-30,5,1
DB1_2010__Buczkowski 1  26__2009-06-30,5,1
DB1_2010__Buczkowski 1  27__2009-06-30,5,1
DB1_2010__Buczkowski 1  28__2009-06-30,5,1
DB1_2010__Buczkowski 1  29__2009-06-30,5,1
DB1_2010__Buczkowski 1  2__2009-06-30,5,1
DB1_2010__Buczkowski 1  30__2009-06-30,5,1
DB1_2010__Buczkowski 1  31__2009-06-30,5,1
DB1_2010__Buczkowski 1  32__2009-06-30,5,1
DB1_2010__Buczkowski 1  33__2009-06-30,5,1
DB1_2010__Buczkowski 1  34__2009-06-30,5,1
DB1_2010__Buczkowski 1  35__2009-06-30,5,1
DB1_2010__Buczkowski 1  36__2009-06-30,5,1
DB1_2010__Buczkowski 1  37__2009-06-30,5,1
DB1_2010__Buczkowski 1  38__2009-06-30,5,1
DB1_2010__Buczkowski 1  39__2009-06-30,5,1
DB1_2010__Buczkowski 1  3__2009-06-30,5,1
DB1_2010__Buczkowski 1  41__2009-06-30,5,1
DB1_2010__Buczkowski 1  43__2009-06-30,5,1
DB1_2010__Buczkowski 1  44__2009-06-30,5,1
DB1_2010__Buczkowski 1  45__2009-06-30,5,1
DB1_2010__Buczkowski 1  4__2009-06-30,5,1
DB1_2010__Buczkowski 1  5__2009-06-30,5,1
DB1_2010__Buczkowski 1  6__2009-06-30,5,1
DB1_2010__Buczkowski 1  7__2009-06-30,5,1
DB1_2010__Buczkowski 1  8__2009-06-30,5,1
DB1_2010__Buczkowski 1  9__2009-06-30,5,1
DB1_2010__Dures 1  10__2008-12-01,17,9
DB1_2010__Dures 1  11__2008-12-01,17,11
DB1_2010__Dures 1  12__2008-12-01,13,7
DB1_2010__Dures 1  13__2008-12-01,15,9
DB1_2010__Dures 1  14__2008-12-01,16,10
DB1_2010__Dures 1  15__2008-12-01,18,11
DB1_2010__Dures 1  16__2008-12-01,9,4
DB1_2010__Dures 1  17__2008-12-01,12,5
DB1_2010__Dures 1  18__2008-12-01,16,8
DB1_2010__Dures 1  19__2008-12-01,25,16
DB1_2010__Dures 1  1__2008-12-01,16,9
DB1_2010__Dures 1  20__2008-12-01,20,12
DB1_2010__Dures 1  21__2008-12-01,20,14
DB1_2010__Dures 1  22__2008-12-01,14,7
DB1_2010__Dures 1  23__2008-12-01,13,7
DB1_2010__Dures 1  24__2008-12-01,17,10
DB1_2010__Dures 1  25__2008-12-01,6,2
DB1_2010__Dures 1  26__2008-12-01,13,7
DB1_2010__Dures 1  27__2008-12-01,22,14
DB1_2010__Dures 1  28__2008-12-01,14,8
DB1_2010__Dures 1  29__2008-12-01,14,9
DB1_2010__Dures 1  2__2008-12-01,15,8
DB1_2010__Dures 1  30__2008-12-01,15,9
DB1_2010__Dures 1  31__2008-12-01,19,12
DB1_2010__Dures 1  32__2008-12-01,16,9
DB1_2010__Dures 1  33__2008-12-01,21,14
DB1_2010__Dures 1  34__2008-12-01,15,8
DB1_2010__Dures 1  35__2008-12-01,17,10
DB1_2010__Dures 1  36__2008-12-01,21,12
DB1_2010__Dures 1  37__2008-12-01,17,11
DB1_2010__Dures 1  38__2008-12-01,21,12
DB1_2010__Dures 1  39__2008-12-01,11,6
DB1_2010__Dures 1  3__2008-12-01,21,13
DB1_2010__Dures 1  4__2008-12-01,19,11
DB1_2010__Dures 1  5__2008-12-01,16,9
DB1_2010__Dures 1  6__2008-12-01,16,9
DB1_2010__Dures 1  7__2008-12-01,22,13
DB1_2010__Dures 1  8__2008-12-01,14,8
DB1_2010__Dures 1  9__2008-12-01,13,8
DB1_2010__Magura 1  10__2001-07-16,8,4
DB1_2010__Magura 1  11__2001-07-16,9,5
DB1_2010__Magura 1  12__2001-07-16,9,5
DB1_2010__Magura 1  1__2001-07-16,7,3
DB1_2010__Magura 1  2__2001-07-16,7,3
DB1_2010__Magura 1  3__2001-07-16,7,3
DB1_2010__Magura 1  4__2001-07-16,6,2
DB1_2010__Magura 1  5__2001-07-16,7,3
DB1_2010__Magura 1  6__2001-07-16,7,3
DB1_2010__Magura 1  7__2001-07-16,6,2
DB1_2010__Magura 1  8__2001-07-16,8,4
DB1_2010__Magura 1  9__2001-07-16,7,3
DB1_2011__Su 1  10__2008-08-30,5,1
DB1_2011__Su 1  11__2008-08-30,5,1
DB1_2011__Su 1  12__2008-08-30,5,1
DB1_2011__Su 1  13__2008-08-30,5,1
DB1_2011__Su 1  14__2008-08-30,5,1
DB1_2011__Su 1  15__2008-08-30,5,1
DB1_2011__Su 1  16__2008-08-30,5,1
DB1_2011__Su 1  17__2008-08-30,5,1
DB1_2011__Su 1  18__2008-08-30,5,1
DB1_2011__Su 1  19__2008-08-30,5,1
DB1_2011__Su 1  1__2008-08-30,5,1
DB1_2011__Su 1  20__2008-08-30,5,1
DB1_2011__Su 1  21__2008-08-30,5,1
DB1_2011__Su 1  22__2008-08-30,5,1
DB1_2011__Su 1  23__2008-08-30,5,1
DB1_2011__Su 1  24__2008-08-30,5,1
DB1_2011__Su 1  25__2008-08-30,5,1
DB1_2011__Su 1  2__2008-08-30,5,1
DB1_2011__Su 1  4__2008-08-30,5,1
DB1_2011__Su 1  5__2008-08-30,5,1
DB1_2011__Su 1  6__2008-08-30,5,1
DB1_2011__Su 1  7__2008-08-30,5,1
DB1_2011__Su 1  8__2008-08-30,5,1
DB1_2011__Su 1  9__2008-08-30,5,1
DB1_2012__Buczkowski 1 1384_McShay 8__2010-01-15,5,1
DB1_2012__Buczkowski 1 1400_McShay 10__2010-01-15,5,1
DB1_2012__Buczkowski 1 1400_McShay 25__2010-07-16,5,1
DB1_2012__Buczkowski 1 1400_McShay 40__2011-09-15,5,1
DB1_2012__Buczkowski 1 1709_Melrose 18__2010-07-16,5,1
DB1_2012__Buczkowski 1 1709_Melrose 33__2011-09-15,5,1
DB1_2012__Buczkowski 1 1709_Melrose 3__2010-01-15,5,1
DB1_2012__Buczkowski 1 1720_Melrose 2__2010-01-15,5,1
DB1_2012__Buczkowski 1 1849_McShay 39__2011-09-15,5,1
DB1_2012__Buczkowski 1 1849_McShay 9__2010-01-15,5,1
DB1_2012__Buczkowski 1 2441_Fuji 36__2011-09-15,5,1
DB1_2012__Buczkowski 1 2441_Fuji 6__2010-01-15,5,1
DB1_2012__Buczkowski 1 2450_Fuji 15__2010-01-15,5,1
DB1_2012__Buczkowski 1 2450_Fuji 30__2010-07-16,5,1
DB1_2012__Buczkowski 1 2450_Fuji 45__2011-09-15,5,1
DB1_2012__Buczkowski 1 2501_Gala 11__2010-01-15,5,1
DB1_2012__Buczkowski 1 2501_Gala 41__2011-09-15,5,1
DB1_2012__Buczkowski 1 2506_Priscilla 14__2010-01-15,5,1
DB1_2012__Buczkowski 1 2506_Priscilla 29__2010-07-16,5,1
DB1_2012__Buczkowski 1 2517_Applegate 13__2010-01-15,5,1
DB1_2012__Buczkowski 1 2517_Applegate 43__2011-09-15,5,1
DB1_2012__Buczkowski 1 2517_Gala 12__2010-01-15,5,1
DB1_2012__Buczkowski 1 2517_Gala 27__2010-07-16,5,1
DB1_2012__Buczkowski 1 2517_Gala 42__2011-09-15,5,1
DB1_2012__Buczkowski 1 2518_Priscilla 7__2010-01-15,5,1
DB1_2012__Buczkowski 1 2524_Applegate 19__2010-07-16,5,1
DB1_2012__Buczkowski 1 2524_Applegate 34__2011-09-15,5,1
DB1_2012__Buczkowski 1 2524_Applegate 4__2010-01-15,5,1
DB1_2012__Buczkowski 1 2535_Fuji 20__2010-07-16,5,1
DB1_2012__Buczkowski 1 2535_Fuji 35__2011-09-15,5,1
DB1_2012__Buczkowski 1 2535_Fuji 5__2010-01-15,5,1
DB1_2012__Buczkowski 1 2567_Jonagold 1__2010-01-15,5,1
DB1_2012__Buczkowski 1 2567_Jonagold 31__2011-09-15,5,1
DG1_2008__Yan 1  1__2006-08-31,28,16
DG1_2008__Yan 1  2__2006-08-31,30,15
DG1_2008__Yan 1  3__2006-08-31,25,12
DG1_2008__Yan 1  4__2006-08-31,24,12
DG1_2008b_Yan 1  1__2006-08-31,23,12
DG1_2008b_Yan 1  2__2006-08-31,28,14
DG1_2008b_Yan 1  3__2006-08-31,27,14
DG1_2008b_Yan 1  4__2006-08-31,29,15
DG1_2012__Ge 1  3__2011-05-01,5,1
DG1_2012__Ge 1  5__2011-05-01,5,1
DG1_2013__Yan 1  10__2007-07-17,39,23
DG1_2013__Yan 1  11__2007-07-17,36,22
DG1_2013__Yan 1  12__2007-07-17,36,20
DG1_2013__Yan 1  13__2007-07-17,35,21
DG1_2013__Yan 1  14__2007-07-17,31,18
DG1_2013__Yan 1  15__2007-07-17,17,10
DG1_2013__Yan 1  16__2007-07-17,23,11
DG1_2013__Yan 1  17__2007-07-17,17,10
DG1_2013__Yan 1  18__2007-07-17,27,15
DG1_2013__Yan 1  19__2007-07-17,31,17
DG1_2013__Yan 1  1__2007-07-17,27,15
DG1_2013__Yan 1  20__2007-07-17,33,18
DG1_2013__Yan 1  21__2007-07-17,31,17
DG1_2013__Yan 1  22__2007-07-17,33,17
DG1_2013__Yan 1  23__2007-07-17,22,12
DG1_2013__Yan 1  24__2007-07-17,31,16
DG1_2013__Yan 1  25__2007-07-17,33,17
DG1_2013__Yan 1  26__2007-07-17,40,25
DG1_2013__Yan 1  2__2007-07-17,22,11
DG1_2013__Yan 1  3__2007-07-17,35,20
DG1_2013__Yan 1  4__2007-07-17,41,24
DG1_2013__Yan 1  5__2007-07-17,36,21
DG1_2013__Yan 1  6__2007-07-17,27,16
DG1_2013__Yan 1  7__2007-07-17,34,19
DG1_2013__Yan 1  8__2007-07-17,44,25
DG1_2013__Yan 1  9__2007-07-17,37,23
DG1_2013__Zou 1  1__2001-04-15,32,22
DG1_2013__Zou 1  2__2008-01-15,25,17
DI1_2003__Nakamura 1  10__2000-04-28,5,1
DI1_2003__Nakamura 1  11__2000-04-28,8,2
DI1_2003__Nakamura 1  12__2000-04-28,5,1
DI1_2003__Nakamura 1  13__2000-04-28,13,4
DI1_2003__Nakamura 1  14__2000-04-28,11,3
DI1_2003__Nakamura 1  15__2000-04-28,8,2
DI1_2003__Nakamura 1  16__2000-04-28,5,1
DI1_2003__Nakamura 1  17__2000-04-28,5,1
DI1_2003__Nakamura 1  18__2000-04-28,5,1
DI1_2003__Nakamura 1  19__2000-04-28,5,1
DI1_2003__Nakamura 1  1__2000-04-28,10,3
DI1_2003__Nakamura 1  20__2000-04-28,5,1
DI1_2003__Nakamura 1  2__2000-04-28,15,5
DI1_2003__Nakamura 1  3__2000-04-28,8,2
DI1_2003__Nakamura 1  4__2000-04-28,10,3
DI1_2003__Nakamura 1  5__2000-04-28,5,1
DI1_2003__Nakamura 1  6__2000-04-28,10,3
DI1_2003__Nakamura 1  7__2000-04-28,8,2
DI1_2003__Nakamura 1  8__2000-04-28,8,2
DI1_2003__Nakamura 1  9__2000-04-28,5,1
DI1_2004__Knop 1 logged 6__2000-10-14,5,1
DI1_2004__Knop 1 logged 7__2000-10-14,5,1
DI1_2004__Knop 1 logged 8__2000-10-14,5,1
DI1_2004__Knop 1 logged 9__2000-10-14,5,1
DI1_2004__Knop 1 primary 1__2000-10-14,5,1
DI1_2004__Knop 1 primary 2__2000-10-14,5,1
DI1_2004__Knop 1 primary 3__2000-10-14,5,1
DI1_2004__Knop 1 primary 4__2000-10-14,5,1
DI1_2004__Knop 1 primary 5__2000-10-14,5,1
DI1_2004__Naidoo 1  10__2001-07-01,15,8
DI1_2004__Naidoo 1  11__2001-07-01,21,11
DI1_2004__Naidoo 1  12__2001-07-01,18,9
DI1_2004__Naidoo 1  13__2001-07-01,19,10
DI1_2004__Naidoo 1  14__2001-07-01,18,10
DI1_2004__Naidoo 1  15__2001-07-01,18,10
DI1_2004__Naidoo 1  16__2001-07-01,18,10
DI1_2004__Naidoo 1  17__2001-07-01,19,10
DI1_2004__Naidoo 1  18__2001-07-01,14,7
DI1_2004__Naidoo 1  19__2001-07-01,21,12
DI1_2004__Naidoo 1  1__2001-07-01,17,9
DI1_2004__Naidoo 1  20__2001-07-01,15,7
DI1_2004__Naidoo 1  21__2001-07-01,21,12
DI1_2004__Naidoo 1  22__2001-07-01,20,11
DI1_2004__Naidoo 1  23__2001-07-01,24,13
DI1_2004__Naidoo 1  24__2001-07-01,24,14
DI1_2004__Naidoo 1  25__2001-07-01,25,13
DI1_2004__Naidoo 1  26__2001-07-01,21,12
DI1_2004__Naidoo 1  27__2001-07-01,18,10
DI1_2004__Naidoo 1  28__2001-07-01,19,11
DI1_2004__Naidoo 1  29__2001-07-01,20,10
DI1_2004__Naidoo 1  2__2001-07-01,19,10
DI1_2004__Naidoo 1  30__2001-07-01,19,11
DI1_2004__Naidoo 1  31__2001-07-01,18,10
DI1_2004__Naidoo 1  32__2001-07-01,16,9
DI1_2004__Naidoo 1  33__2001-07-01,13,6
DI1_2004__Naidoo 1  34__2001-07-01,20,10
DI1_2004__Naidoo 1  35__2001-07-01,21,11
DI1_2004__Naidoo 1  36__2001-07-01,17,9
DI1_2004__Naidoo 1  37__2001-07-01,18,9
DI1_2004__Naidoo 1  38__2001-07-01,18,10
DI1_2004__Naidoo 1  39__2001-07-01,15,8
DI1_2004__Naidoo 1  3__2001-07-01,14,8
DI1_2004__Naidoo 1  40__2001-07-01,17,9
DI1_2004__Naidoo 1  41__2001-07-01,21,11
DI1_2004__Naidoo 1  42__2001-07-01,17,9
DI1_2004__Naidoo 1  43__2001-07-01,21,12
DI1_2004__Naidoo 1  44__2001-07-01,20,11
DI1_2004__Naidoo 1  45__2001-07-01,20,11
DI1_2004__Naidoo 1  46__2001-07-01,18,10
DI1_2004__Naidoo 1  47__2001-07-01,21,12
DI1_2004__Naidoo 1  48__2001-07-01,21,12
DI1_2004__Naidoo 1  49__2001-07-01,15,9
DI1_2004__Naidoo 1  4__2001-07-01,17,9
DI1_2004__Naidoo 1  50__2001-07-01,18,10
DI1_2004__Naidoo 1  51__2001-07-01,17,9
DI1_2004__Naidoo 1  52__2001-07-01,18,10
DI1_2004__Naidoo 1  53__2001-07-01,17,10
DI1_2004__Naidoo 1  54__2001-07-01,19,10
DI1_2004__Naidoo 1  55__2001-07-01,17,9
DI1_2004__Naidoo 1  56__2001-07-01,25,14
DI1_2004__Naidoo 1  57__2001-07-01,18,10
DI1_2004__Naidoo 1  58__2001-07-01,21,12
DI1_2004__Naidoo 1  59__2001-07-01,18,10
DI1_2004__Naidoo 1  5__2001-07-01,22,12
DI1_2004__Naidoo 1  60__2001-07-01,20,11
DI1_2004__Naidoo 1  61__2001-07-01,17,8
DI1_2004__Naidoo 1  62__2001-07-01,17,9
DI1_2004__Naidoo 1  63__2001-07-01,24,13
DI1_2004__Naidoo 1  64__2001-07-01,22,12
DI1_2004__Naidoo 1  65__2001-07-01,21,11
DI1_2004__Naidoo 1  66__2001-07-01,21,12
DI1_2004__Naidoo 1  67__2001-07-01,22,12
DI1_2004__Naidoo 1  68__2001-07-01,23,14
DI1_2004__Naidoo 1  69__2001-07-01,15,9
DI1_2004__Naidoo 1  6__2001-07-01,23,13
DI1_2004__Naidoo 1  70__2001-07-01,22,12
DI1_2004__Naidoo 1  71__2001-07-01,17,10
DI1_2004__Naidoo 1  72__2001-07-01,14,8
DI1_2004__Naidoo 1  73__2001-07-01,17,10
DI1_2004__Naidoo 1  74__2001-07-01,16,9
DI1_2004__Naidoo 1  75__2001-07-01,17,10
DI1_2004__Naidoo 1  76__2001-07-01,16,9
DI1_2004__Naidoo 1  77__2001-07-01,18,10
DI1_2004__Naidoo 1  78__2001-07-01,18,11
DI1_2004__Naidoo 1  79__2001-07-01,14,8
DI1_2004__Naidoo 1  7__2001-07-01,21,11
DI1_2004__Naidoo 1  80__2001-07-01,20,12
DI1_2004__Naidoo 1  81__2001-07-01,14,8
DI1_2004__Naidoo 1  82__2001-07-01,18,11
DI1_2004__Naidoo 1  83__2001-07-01,22,12
DI1_2004__Naidoo 1  84__2001-07-01,20,11
DI1_2004__Naidoo 1  85__2001-07-01,19,11
DI1_2004__Naidoo 1  86__2001-07-01,19,11
DI1_2004__Naidoo 1  87__2001-07-01,16,11
DI1_2004__Naidoo 1  88__2001-07-01,15,8
DI1_2004__Naidoo 1  89__2001-07-01,17,11
DI1_2004__Naidoo 1  8__2001-07-01,21,12
DI1_2004__Naidoo 1  90__2001-07-01,20,12
DI1_2004__Naidoo 1  91__2001-07-01,19,11
DI1_2004__Naidoo 1  92__2001-07-01,19,11
DI1_2004__Naidoo 1  93__2001-07-01,17,9
DI1_2004__Naidoo 1  94__2001-07-01,22,13
DI1_2004__Naidoo 1  95__2001-07-01,22,13
DI1_2004__Naidoo 1  96__2001-07-01,22,13
DI1_2004__Naidoo 1  9__2001-07-01,26,14
DI1_2005__Gove 1  1__2002-01-15,5,1
DI1_2005__Gove 1  2__2002-01-15,5,1
DI1_2005__Gove 1  3__2002-01-15,5,1
DI1_2005__Gove 1  4__2002-01-15,5,1
DI1_2005__Gove 1  5__2002-01-15,5,1
DI1_2005__Gove 1  6__2002-01-15,5,1
DI1_2005__Gove 1  7__2002-01-15,5,1
DI1_2005__Gove 1  8__2002-01-15,5,1
DI1_2005__Gove 1  9__2002-01-15,5,1
DI1_2005__Gove 2  1__2002-01-15,5,1
DI1_2005__Gove 2  2__2002-01-15,5,1
DI1_2005__Gove 2  3__2002-01-15,5,1
DI1_2005__Gove 2  4__2002-01-15,5,1
DI1_2005__Gove 2  5__2002-01-15,5,1
DI1_2005__Gove 2  6__2002-01-15,5,1
DI1_2005__Gove 2  7__2002-01-15,5,1
DI1_2005__Gove 2  8__2002-01-15,5,1
DI1_2005__Gove 2  9__2002-01-15,5,1
DI1_2005__Tylianakis 1  10__2003-11-30,8,4
DI1_2005__Tylianakis 1  11__2003-11-30,7,3
DI1_2005__Tylianakis 1  12__2003-11-30,8,4
DI1_2005__Tylianakis 1  13__2003-11-30,8,4
DI1_2005__Tylianakis 1  14__2003-11-30,7,3
DI1_2005__Tylianakis 1  15__2003-11-30,8,4
DI1_2005__Tylianakis 1  16__2003-11-30,7,3
DI1_2005__Tylianakis 1  17__2003-11-30,9,5
DI1_2005__Tylianakis 1  18__2003-11-30,7,3
DI1_2005__Tylianakis 1  19__2003-11-30,7,3
DI1_2005__Tylianakis 1  1__2003-11-30,8,4
DI1_2005__Tylianakis 1  20__2003-11-30,9,5
DI1_2005__Tylianakis 1  21__2003-11-30,7,3
DI1_2005__Tylianakis 1  22__2003-11-30,8,4
DI1_2005__Tylianakis 1  23__2003-11-30,9,5
DI1_2005__Tylianakis 1  24__2003-11-30,8,4
DI1_2005__Tylianakis 1  25__2003-11-30,8,4
DI1_2005__Tylianakis 1  26__2003-11-30,9,5
DI1_2005__Tylianakis 1  27__2003-11-30,8,4
DI1_2005__Tylianakis 1  28__2003-11-30,6,2
DI1_2005__Tylianakis 1  29__2003-11-30,8,4
DI1_2005__Tylianakis 1  2__2003-11-30,9,5
DI1_2005__Tylianakis 1  30__2003-11-30,8,4
DI1_2005__Tylianakis 1  31__2003-11-30,7,3
DI1_2005__Tylianakis 1  32__2003-11-30,8,4
DI1_2005__Tylianakis 1  33__2003-11-30,8,4
DI1_2005__Tylianakis 1  34__2003-11-30,7,3
DI1_2005__Tylianakis 1  35__2003-11-30,9,5
DI1_2005__Tylianakis 1  36__2003-11-30,7,3
DI1_2005__Tylianakis 1  37__2003-11-30,9,5
DI1_2005__Tylianakis 1  38__2003-11-30,8,4
DI1_2005__Tylianakis 1  39__2003-11-30,9,5
DI1_2005__Tylianakis 1  3__2003-11-30,9,5
DI1_2005__Tylianakis 1  40__2003-11-30,10,6
DI1_2005__Tylianakis 1  41__2003-11-30,9,5
DI1_2005__Tylianakis 1  42__2003-11-30,8,4
DI1_2005__Tylianakis 1  43__2003-11-30,8,4
DI1_2005__Tylianakis 1  44__2003-11-30,9,5
DI1_2005__Tylianakis 1  45__2003-11-30,9,5
DI1_2005__Tylianakis 1  46__2003-11-30,9,5
DI1_2005__Tylianakis 1  47__2003-11-30,8,4
DI1_2005__Tylianakis 1  48__2003-11-30,9,5
DI1_2005__Tylianakis 1  4__2003-11-30,7,3
DI1_2005__Tylianakis 1  5__2003-11-30,9,5
DI1_2005__Tylianakis 1  6__2003-11-30,8,4
DI1_2005__Tylianakis 1  7__2003-11-30,8,4
DI1_2005__Tylianakis 1  8__2003-11-30,6,2
DI1_2005__Tylianakis 1  9__2003-11-30,7,3
DI1_2006__Scott 1  10__2003-10-31,7,3
DI1_2006__Scott 1  11__2003-10-31,7,3
DI1_2006__Scott 1  12__2003-10-31,7,3
DI1_2006__Scott 1  1__2003-10-31,7,3
DI1_2006__Scott 1  2__2003-10-31,7,3
DI1_2006__Scott 1  3__2003-10-31,7,3
DI1_2006__Scott 1  4__2003-10-31,7,3
DI1_2006__Scott 1  5__2003-10-31,7,3
DI1_2006__Scott 1  6__2003-10-31,6,2
DI1_2006__Scott 1  7__2003-10-31,7,3
DI1_2006__Scott 1  8__2003-10-31,7,3
DI1_2006__Scott 1  9__2003-10-31,7,3
DI1_2006__Scott 2  10__2003-10-31,5,1
DI1_2006__Scott 2  11__2003-10-31,7,2
DI1_2006__Scott 2  12__2003-10-31,7,2
DI1_2006__Scott 2  1__2003-10-31,5,1
DI1_2006__Scott 2  3__2003-10-31,7,2
DI1_2006__Scott 2  4__2003-10-31,5,1
DI1_2006__Scott 2  5__2003-10-31,9,3
DI1_2006__Scott 2  6__2003-10-31,5,1
DI1_2006__Scott 2  7__2003-10-31,5,1
DI1_2006__Scott 2  8__2003-10-31,7,2
DI1_2006__Scott 2  9__2003-10-31,7,2
DI1_2007__Banks 1 1__Crop 10__2004-07-16,12,8
DI1_2007__Banks 1 1__Crop 1__2003-09-15,10,6
DI1_2007__Banks 1 1__Crop 20__2005-07-16,15,11
DI1_2007__Banks 1 1__Edge 11__2004-07-16,13,9
DI1_2007__Banks 1 1__Edge 21__2005-07-16,12,8
DI1_2007__Banks 1 1__Edge 2__2003-09-15,8,4
