sample_id,phylo_div,SR
SS1_2011__Mulder 1 B696 384__2008-04-30,5,1
SS1_2011__Mulder 1 B697 385__2008-04-30,5,1
SS1_2011__Mulder 1 B698 386__2008-04-30,5,1
SS1_2011__Mulder 1 B699 387__2008-04-30,5,1
SS1_2011__Mulder 1 B700 388__2008-04-30,5,1
SS1_2011__Mulder 1 B701 389__2008-04-30,5,1
SS1_2011__Mulder 1 B702 390__2008-04-30,5,1
SS1_2011__Mulder 1 B703 391__2008-04-30,5,1
SS1_2011__Mulder 1 B704 392__2008-03-02,5,1
SS1_2011__Mulder 1 B705 393__2008-03-02,5,1
SS1_2011__Mulder 1 B706 394__2008-03-02,5,1
SS1_2011__Mulder 1 B707 395__2008-03-02,5,1
SS1_2011__Mulder 1 B708 396__2008-03-02,5,1
SS1_2011__Mulder 1 B709 397__2008-03-02,5,1
SS1_2011__Mulder 1 B710 398__2008-03-02,5,1
SS1_2011__Mulder 1 B711 399__2008-03-02,5,1
SS1_2011__Mulder 1 B712 400__2008-03-02,5,1
SS1_2011__Mulder 1 B713 401__2008-03-02,5,1
SS1_2011__Mulder 1 B714 402__2008-03-02,5,1
SS1_2011__Mulder 1 B715 403__2008-05-16,5,1
SS1_2011__Mulder 1 B716 404__2008-05-16,5,1
SS1_2011__Mulder 1 B717 405__2008-05-16,5,1
SS1_2011__Mulder 1 B718 406__2008-05-16,5,1
SS1_2011__Mulder 1 B719 407__2008-05-16,5,1
SS1_2011__Mulder 1 B720 408__2008-05-16,5,1
SS1_2011__Mulder 1 B721 409__2008-05-16,5,1
SS1_2011__Mulder 1 B722 410__2008-05-16,5,1
SS1_2011__Mulder 1 B723 411__2008-05-16,5,1
SS1_2011__Mulder 1 B724 412__2008-05-16,5,1
SS1_2011__Mulder 1 B733 413__2009-03-02,5,1
SS1_2011__Mulder 1 B734 414__2009-03-02,5,1
SS1_2011__Mulder 1 B735 415__2009-03-02,5,1
SS1_2011__Mulder 1 B736 416__2009-03-02,5,1
SS1_2011__Mulder 1 B737 417__2009-03-02,5,1
SS1_2011__Mulder 1 B738 418__2009-03-02,5,1
SS1_2011__Mulder 1 B739 419__2009-03-02,5,1
SS1_2011__Mulder 1 B740 420__2009-03-02,5,1
SS1_2011__Mulder 1 B741 421__2009-03-02,5,1
SS1_2011__Mulder 1 B742 422__2009-03-02,5,1
SS1_2011__Mulder 1 B743 423__2009-04-30,5,1
SS1_2011__Mulder 1 B744 424__2009-04-30,5,1
SS1_2011__Mulder 1 B745 425__2009-04-30,5,1
SS1_2011__Mulder 1 B746 426__2009-04-30,5,1
SS1_2011__Mulder 1 B747 427__2009-04-30,5,1
SS1_2011__Mulder 1 B748 428__2009-04-30,5,1
SS1_2011__Mulder 1 B749 429__2009-04-30,5,1
SS1_2011__Mulder 1 B750 430__2009-04-30,5,1
SS1_2011__Mulder 1 B751 431__2009-04-30,5,1
SS1_2011__Mulder 1 B752 432__2009-04-30,5,1
SS1_2011__Mulder 1 B753 433__2009-03-02,5,1
SS1_2011__Mulder 1 B754 434__2009-03-02,5,1
SS1_2011__Mulder 1 B755 435__2009-03-02,5,1
SS1_2011__Mulder 1 B756 436__2009-03-02,5,1
SS1_2011__Mulder 1 B757 437__2009-03-02,5,1
SS1_2011__Mulder 1 B760 438__2009-03-02,5,1
SS1_2011__Mulder 1 B761 439__2009-03-02,5,1
SS1_2011__Mulder 1 B762 440__2009-03-02,5,1
SS1_2011__Mulder 1 B763 441__2009-05-16,5,1
SS1_2011__Mulder 1 B764 442__2009-05-16,5,1
SS1_2011__Mulder 1 B765 443__2009-04-30,5,1
SS1_2011__Mulder 1 B766 444__2009-05-16,5,1
SS1_2011__Mulder 1 B767 445__2009-05-16,5,1
SS1_2011__Mulder 1 B768 446__2009-05-16,5,1
SS1_2011__Mulder 1 B769 447__2009-05-16,5,1
SS1_2011__Mulder 1 B770 448__2009-05-16,5,1
SS1_2011__Mulder 1 B771 449__2009-05-16,5,1
SS1_2011__Mulder 1 B772 450__2009-05-16,5,1
SS1_2011__Mulder 1 B779 451__2010-04-30,5,1
SS1_2011__Mulder 1 B780 452__2010-04-30,5,1
SS1_2011__Mulder 1 B781 453__2010-04-30,5,1
SS1_2011__Mulder 1 B782 454__2010-04-30,5,1
SS1_2011__Mulder 1 B783 455__2010-04-30,5,1
SS1_2011__Mulder 1 B784 456__2010-04-30,5,1
SS1_2011__Mulder 1 B785 457__2010-04-30,5,1
SS1_2011__Mulder 1 B786 458__2010-04-30,5,1
SS1_2011__Mulder 1 B787 459__2010-04-30,5,1
SS1_2011__Mulder 1 B788 460__2010-04-30,5,1
SS1_2011__Mulder 1 B799 461__2010-05-16,5,1
SS1_2011__Mulder 1 B800 462__2010-05-16,5,1
SS1_2011__Mulder 1 B801 463__2010-05-16,5,1
SS1_2011__Mulder 1 B802 464__2010-05-16,5,1
SS1_2011__Mulder 1 B803 465__2010-05-16,5,1
SS1_2011__Mulder 1 B804 466__2010-05-16,5,1
SS1_2011__Mulder 1 B805 467__2010-05-16,5,1
SS1_2011__Mulder 1 B806 468__2010-05-16,5,1
SS1_2011__Mulder 1 B807 469__2010-05-16,5,1
SS1_2011__Mulder 1 B808 470__2010-05-16,5,1
SS1_2011__Mulder 1 B809 471__2010-04-30,5,1
SS1_2011__Mulder 1 B810 472__2010-04-30,5,1
SS1_2011__Mulder 1 B811 473__2010-04-30,5,1
SS1_2011__Mulder 1 B812 474__2010-04-30,5,1
SS1_2011__Mulder 1 B813 475__2010-04-30,5,1
SS1_2011__Mulder 1 B814 476__2010-04-30,5,1
SS1_2011__Mulder 1 B815 477__2010-04-30,5,1
SS1_2011__Mulder 1 B816 478__2010-04-30,5,1
SS1_2011__Mulder 1 B817 479__2010-04-30,5,1
SS1_2011__Mulder 1 B818 480__2010-04-30,5,1
SS1_2011__Mulder 1 B819 481__2010-04-30,5,1
SS1_2011__Mulder 1 B820 482__2010-04-30,5,1
SS1_2011__Mulder 1 B821 483__2010-04-30,5,1
SS1_2011__Mulder 1 B822 484__2010-04-30,5,1
SS1_2011__Mulder 1 B823 485__2010-04-30,5,1
SS1_2011__Mulder 1 B824 486__2010-04-30,5,1
SS1_2011__Mulder 1 B825 487__2010-04-30,5,1
SS1_2011__Mulder 1 B826 488__2010-04-30,5,1
SS1_2011__Mulder 1 B827 489__2010-04-30,5,1
SS1_2011__Mulder 1 B828 490__2010-04-30,5,1
SS1_2011__Mulder 1 B829 491__2010-05-16,5,1
SS1_2011__Mulder 1 B830 492__2010-05-16,5,1
SS1_2011__Mulder 1 B831 493__2010-05-16,5,1
SS1_2011__Mulder 1 B832 494__2010-05-16,5,1
SS1_2011__Mulder 1 B833 495__2010-05-16,5,1
SS1_2011__Mulder 1 B834 496__2010-05-16,5,1
SS1_2011__Mulder 1 B835 497__2010-05-16,5,1
SS1_2011__Mulder 1 B836 498__2010-05-16,5,1
SS1_2011__Mulder 1 B837 499__2010-05-16,5,1
SS1_2011__Mulder 1 B838 500__2010-05-16,5,1
SS1_2011__Mulder 1 B839 501__2010-05-16,5,1
SS1_2011__Mulder 1 B840 502__2010-05-16,5,1
SS1_2011__Mulder 1 B841 503__2010-05-16,5,1
SS1_2011__Mulder 1 B842 504__2010-05-16,5,1
SS1_2011__Mulder 1 B843 505__2010-05-16,5,1
SS1_2011__Mulder 1 B844 506__2010-05-16,5,1
SS1_2011__Mulder 1 B845 507__2010-05-16,5,1
SS1_2011__Mulder 1 B846 508__2010-05-16,5,1
SS1_2011__Mulder 1 B847 509__2010-05-16,5,1
SS1_2011__Mulder 1 B848 510__2010-05-16,5,1
SS1_2011__Mulder 2 B244 50__2000-05-16,5,1
SS1_2011__Mulder 2 B245 51__2000-05-16,5,1
SS1_2011__Mulder 2 B246 52__2000-05-16,5,1
SS1_2011__Mulder 2 B247 53__2000-05-16,5,1
SS1_2011__Mulder 2 B248 54__2000-05-16,5,1
SS1_2011__Mulder 2 B249 55__2000-05-16,5,1
SS1_2011__Mulder 2 B250 56__2000-05-16,5,1
SS1_2011__Mulder 2 B251 57__2000-05-16,5,1
SS1_2011__Mulder 2 B252 58__2000-05-16,5,1
SS1_2011__Mulder 2 B253 59__2000-05-16,5,1
SS1_2011__Mulder 2 B254 60__2000-05-16,5,1
SS1_2011__Mulder 2 B255 61__2000-05-16,5,1
SS1_2011__Mulder 2 B256 62__2000-05-16,5,1
SS1_2011__Mulder 2 B257 63__2000-05-16,5,1
SS1_2011__Mulder 2 B258 64__2000-05-16,5,1
SS1_2011__Mulder 2 B259 65__2000-05-16,5,1
SS1_2011__Mulder 2 B260 66__2000-05-16,5,1
SS1_2011__Mulder 2 B261 67__2000-05-16,5,1
SS1_2011__Mulder 2 B262 68__2000-05-16,5,1
SS1_2011__Mulder 2 B263 69__2000-05-16,5,1
SS1_2011__Mulder 2 B264 70__2000-08-16,5,1
SS1_2011__Mulder 2 B265 71__2000-08-16,5,1
SS1_2011__Mulder 2 B267 73__2000-08-16,5,1
SS1_2011__Mulder 2 B268 74__2000-08-16,5,1
SS1_2011__Mulder 2 B271 77__2000-08-16,5,1
SS1_2011__Mulder 2 B276 81__2000-08-16,5,1
SS1_2011__Mulder 2 B282 87__2000-08-16,5,1
SS1_2011__Mulder 2 B283 88__2000-08-16,5,1
SS1_2011__Mulder 2 B284 89__2000-04-30,5,1
SS1_2011__Mulder 2 B285 90__2000-04-30,5,1
SS1_2011__Mulder 2 B287 91__2000-04-30,5,1
SS1_2011__Mulder 2 B289 92__2000-04-30,5,1
SS1_2011__Mulder 2 B290 93__2000-04-30,5,1
SS1_2011__Mulder 2 B292 94__2000-04-30,5,1
SS1_2011__Mulder 2 B302 95__2001-03-02,5,1
SS1_2011__Mulder 2 B305 97__2001-03-02,5,1
SS1_2011__Mulder 2 B309 99__2001-03-02,5,1
SS1_2011__Mulder 2 B310 100__2001-03-02,5,1
SS1_2011__Mulder 2 B311 101__2001-03-02,5,1
SS1_2011__Mulder 2 B315 104__2001-03-02,5,1
SS1_2011__Mulder 2 B319 106__2001-03-02,5,1
SS1_2011__Mulder 2 B320 107__2001-03-02,5,1
SS1_2011__Mulder 2 B344 110__2001-03-02,5,1
SS1_2011__Mulder 2 B349 111__2001-03-02,5,1
SS1_2011__Mulder 2 B350 112__2001-03-02,5,1
SS1_2011__Mulder 2 B351 113__2001-03-02,5,1
SS1_2011__Mulder 2 B362 114__2001-04-30,5,1
SS1_2011__Mulder 2 B368 115__2002-05-16,5,1
SS1_2011__Mulder 2 B369 116__2002-05-16,5,1
SS1_2011__Mulder 2 B371 117__2002-05-16,5,1
SS1_2011__Mulder 2 B372 118__2002-05-16,5,1
SS1_2011__Mulder 2 B373 119__2002-05-16,5,1
SS1_2011__Mulder 2 B374 120__2002-05-16,5,1
SS1_2011__Mulder 2 B375 121__2002-05-16,5,1
SS1_2011__Mulder 2 B376 122__2002-05-16,5,1
SS1_2011__Mulder 2 B377 123__2002-05-16,5,1
SS1_2011__Mulder 2 B378 124__2002-05-16,5,1
SS1_2011__Mulder 2 B379 125__2002-03-02,5,1
SS1_2011__Mulder 2 B380 126__2002-03-02,5,1
SS1_2011__Mulder 2 B381 127__2002-03-02,5,1
SS1_2011__Mulder 2 B384 130__2002-03-02,5,1
SS1_2011__Mulder 2 B385 131__2002-03-02,5,1
SS1_2011__Mulder 2 B386 132__2002-03-02,5,1
SS1_2011__Mulder 2 B387 133__2002-03-02,5,1
SS1_2011__Mulder 2 B388 134__2002-03-02,5,1
SS1_2011__Mulder 2 B389 135__2002-03-02,5,1
SS1_2011__Mulder 2 B390 136__2002-03-02,5,1
SS1_2011__Mulder 2 B391 137__2002-03-02,5,1
SS1_2011__Mulder 2 B392 138__2002-03-02,5,1
SS1_2011__Mulder 2 B393 139__2002-03-02,5,1
SS1_2011__Mulder 2 B394 140__2002-03-02,5,1
SS1_2011__Mulder 2 B395 141__2002-03-02,5,1
SS1_2011__Mulder 2 B396 142__2002-03-02,5,1
SS1_2011__Mulder 2 B397 143__2002-03-02,5,1
SS1_2011__Mulder 2 B398 144__2002-03-02,5,1
SS1_2011__Mulder 2 B399 145__2002-03-02,5,1
SS1_2011__Mulder 2 B400 146__2002-03-02,5,1
SS1_2011__Mulder 2 B401 147__2002-03-02,5,1
SS1_2011__Mulder 2 B402 148__2002-03-02,5,1
SS1_2011__Mulder 2 B403 149__2002-03-02,5,1
SS1_2011__Mulder 2 B404 150__2002-03-02,5,1
SS1_2011__Mulder 2 B405 151__2002-03-02,5,1
SS1_2011__Mulder 2 B406 152__2002-03-02,5,1
SS1_2011__Mulder 2 B407 153__2002-03-02,5,1
SS1_2011__Mulder 2 B408 154__2002-03-02,5,1
SS1_2011__Mulder 2 B409 155__2002-03-02,5,1
SS1_2011__Mulder 2 B410 156__2002-03-02,5,1
SS1_2011__Mulder 2 B411 157__2002-03-02,5,1
SS1_2011__Mulder 2 B412 158__2002-03-02,5,1
SS1_2011__Mulder 2 B413 159__2002-03-02,5,1
SS1_2011__Mulder 2 B414 160__2002-03-02,5,1
SS1_2011__Mulder 2 B415 161__2002-03-02,5,1
SS1_2011__Mulder 2 B416 162__2002-03-02,5,1
SS1_2011__Mulder 2 B418 164__2002-03-02,5,1
SS1_2011__Mulder 2 B419 165__2002-04-30,5,1
SS1_2011__Mulder 2 B420 166__2002-04-30,5,1
SS1_2011__Mulder 2 B421 167__2002-04-30,5,1
SS1_2011__Mulder 2 B422 168__2002-04-30,5,1
SS1_2011__Mulder 2 B423 169__2002-04-30,5,1
SS1_2011__Mulder 2 B424 170__2002-04-30,5,1
SS1_2011__Mulder 2 B425 171__2002-04-30,5,1
SS1_2011__Mulder 2 B426 172__2002-04-30,5,1
SS1_2011__Mulder 2 B427 173__2002-04-30,5,1
SS1_2011__Mulder 2 B428 174__2002-04-30,5,1
SS1_2011__Mulder 2 B429 175__2002-04-30,5,1
SS1_2011__Mulder 2 B431 176__2002-04-30,5,1
SS1_2011__Mulder 2 B432 177__2002-04-30,5,1
SS1_2011__Mulder 2 B433 178__2002-04-30,5,1
SS1_2011__Mulder 2 B434 179__2002-04-30,5,1
SS1_2011__Mulder 2 B435 180__2002-04-30,5,1
SS1_2011__Mulder 2 B436 181__2002-04-30,5,1
SS1_2011__Mulder 2 B437 182__2002-04-30,5,1
SS1_2011__Mulder 2 B439 183__2003-05-16,5,1
SS1_2011__Mulder 2 B440 184__2003-05-16,5,1
SS1_2011__Mulder 2 B441 185__2003-05-16,5,1
SS1_2011__Mulder 2 B442 186__2003-05-16,5,1
SS1_2011__Mulder 2 B443 187__2003-05-16,5,1
SS1_2011__Mulder 2 B444 188__2003-05-16,5,1
SS1_2011__Mulder 2 B445 189__2003-05-16,5,1
SS1_2011__Mulder 2 B446 190__2003-05-16,5,1
SS1_2011__Mulder 2 B447 191__2003-05-16,5,1
SS1_2011__Mulder 2 B448 192__2003-05-16,5,1
SS1_2011__Mulder 2 B449 193__2003-05-16,5,1
SS1_2011__Mulder 2 B450 194__2003-05-16,5,1
SS1_2011__Mulder 2 B451 195__2003-05-16,5,1
SS1_2011__Mulder 2 B452 196__2003-05-16,5,1
SS1_2011__Mulder 2 B453 197__2003-05-16,5,1
SS1_2011__Mulder 2 B454 198__2003-04-30,5,1
SS1_2011__Mulder 2 B455 199__2003-04-30,5,1
SS1_2011__Mulder 2 B456 200__2003-04-30,5,1
SS1_2011__Mulder 2 B457 201__2003-04-30,5,1
SS1_2011__Mulder 2 B458 202__2003-04-30,5,1
SS1_2011__Mulder 2 B459 203__2003-04-30,5,1
SS1_2011__Mulder 2 B460 204__2003-04-30,5,1
SS1_2011__Mulder 2 B461 205__2003-04-30,5,1
SS1_2011__Mulder 2 B462 206__2003-04-30,5,1
SS1_2011__Mulder 2 B463 207__2003-05-16,5,1
SS1_2011__Mulder 2 B464 208__2003-04-30,5,1
SS1_2011__Mulder 2 B465 209__2003-05-16,5,1
SS1_2011__Mulder 2 B466 210__2003-05-16,5,1
SS1_2011__Mulder 2 B467 211__2003-04-30,5,1
SS1_2011__Mulder 2 B468 212__2003-04-30,5,1
SS1_2011__Mulder 2 B469 213__2003-05-16,5,1
SS1_2011__Mulder 2 B470 214__2003-04-30,5,1
SS1_2011__Mulder 2 B471 215__2003-04-30,5,1
SS1_2011__Mulder 2 B472 216__2003-04-30,5,1
SS1_2011__Mulder 2 B473 217__2003-04-30,5,1
SS1_2011__Mulder 2 B474 218__2003-04-30,5,1
SS1_2011__Mulder 2 B475 219__2003-04-30,5,1
SS1_2011__Mulder 2 B476 220__2003-04-30,5,1
SS1_2011__Mulder 2 B477 221__2003-04-30,5,1
SS1_2011__Mulder 2 B478 222__2003-04-30,5,1
SS1_2011__Mulder 2 B479 223__2003-04-30,5,1
SS1_2011__Mulder 2 B480 224__2003-04-30,5,1
SS1_2011__Mulder 2 B481 225__2003-04-30,5,1
SS1_2011__Mulder 2 B482 226__2003-04-30,5,1
SS1_2011__Mulder 2 B483 227__2003-04-30,5,1
SS1_2011__Mulder 2 B484 228__2003-04-30,5,1
SS1_2011__Mulder 2 B485 229__2003-04-30,5,1
SS1_2011__Mulder 2 B486 230__2003-04-30,5,1
SS1_2011__Mulder 2 B487 231__2003-04-30,5,1
SS1_2011__Mulder 2 B488 232__2003-04-30,5,1
SS1_2011__Mulder 2 B489 233__2003-04-30,5,1
SS1_2011__Mulder 2 B490 234__2003-04-30,5,1
SS1_2011__Mulder 2 B491 235__2003-04-30,5,1
SS1_2011__Mulder 2 B491 236__2003-04-30,5,1
SS1_2011__Mulder 2 B491 237__2003-04-30,5,1
SS1_2011__Mulder 2 B492 238__2003-04-30,5,1
SS1_2011__Mulder 2 B492 239__2003-04-30,5,1
SS1_2011__Mulder 2 B492 240__2003-04-30,5,1
SS1_2011__Mulder 2 B493 241__2003-04-30,5,1
SS1_2011__Mulder 2 B493 242__2003-04-30,5,1
SS1_2011__Mulder 2 B493 243__2003-04-30,5,1
SS1_2011__Mulder 2 B494 244__2003-04-30,5,1
SS1_2011__Mulder 2 B494 245__2003-04-30,5,1
SS1_2011__Mulder 2 B494 246__2003-04-30,5,1
SS1_2011__Mulder 2 B495 247__2003-04-30,5,1
SS1_2011__Mulder 2 B495 248__2003-04-30,5,1
SS1_2011__Mulder 2 B495 249__2003-04-30,5,1
SS1_2011__Mulder 2 B496 250__2004-04-30,5,1
SS1_2011__Mulder 2 B497 251__2004-05-16,5,1
SS1_2011__Mulder 2 B498 252__2004-05-16,5,1
SS1_2011__Mulder 2 B499 253__2004-05-16,5,1
SS1_2011__Mulder 2 B500 254__2004-05-16,5,1
SS1_2011__Mulder 2 B501 255__2004-05-16,5,1
SS1_2011__Mulder 2 B502 256__2004-05-16,5,1
SS1_2011__Mulder 2 B503 257__2004-05-16,5,1
SS1_2011__Mulder 2 B504 258__2004-05-16,5,1
SS1_2011__Mulder 2 B505 259__2004-05-16,5,1
SS1_2011__Mulder 2 B506 260__2004-05-16,5,1
SS1_2011__Mulder 2 B539 271__2005-05-16,5,1
SS1_2011__Mulder 2 B540 272__2005-05-16,5,1
SS1_2011__Mulder 2 B541 273__2005-05-16,5,1
SS1_2011__Mulder 2 B542 274__2005-05-16,5,1
SS1_2011__Mulder 2 B543 275__2005-05-16,5,1
SS1_2011__Mulder 2 B544 276__2005-05-16,5,1
SS1_2011__Mulder 2 B545 277__2005-05-16,5,1
SS1_2011__Mulder 2 B546 278__2005-05-16,5,1
SS1_2011__Mulder 2 B547 279__2005-05-16,5,1
SS1_2011__Mulder 2 B548 280__2005-05-16,5,1
SS1_2011__Mulder 2 B549 281__2005-04-30,5,1
SS1_2011__Mulder 2 B550 282__2005-04-30,5,1
SS1_2011__Mulder 2 B551 283__2005-04-30,5,1
SS1_2011__Mulder 2 B552 284__2005-04-30,5,1
SS1_2011__Mulder 2 B553 285__2005-04-30,5,1
SS1_2011__Mulder 2 B554 286__2005-04-30,5,1
SS1_2011__Mulder 2 B555 287__2005-04-30,5,1
SS1_2011__Mulder 2 B556 288__2005-04-30,5,1
SS1_2011__Mulder 2 B557 289__2005-04-30,5,1
SS1_2011__Mulder 2 B558 290__2005-04-30,5,1
SS1_2011__Mulder 2 B559 291__2005-04-30,5,1
SS1_2011__Mulder 2 B560 292__2005-04-30,5,1
SS1_2011__Mulder 2 B561 293__2005-04-30,5,1
SS1_2011__Mulder 2 B562 294__2005-04-30,5,1
SS1_2011__Mulder 2 B563 295__2005-04-30,5,1
SS1_2011__Mulder 2 B569 296__2005-05-16,5,1
SS1_2011__Mulder 2 B570 297__2005-05-16,5,1
SS1_2011__Mulder 2 B571 298__2005-05-16,5,1
SS1_2011__Mulder 2 B572 299__2005-05-16,5,1
SS1_2011__Mulder 2 B573 300__2005-05-16,5,1
SS1_2011__Mulder 2 B584 301__2006-04-30,5,1
SS1_2011__Mulder 2 B585 302__2006-04-30,5,1
SS1_2011__Mulder 2 B586 303__2006-04-30,5,1
SS1_2011__Mulder 2 B587 304__2006-04-30,5,1
SS1_2011__Mulder 2 B588 305__2006-04-30,5,1
SS1_2011__Mulder 2 B589 306__2006-04-30,5,1
SS1_2011__Mulder 2 B590 307__2006-04-30,5,1
SS1_2011__Mulder 2 B591 308__2006-04-30,5,1
SS1_2011__Mulder 2 B592 309__2006-04-30,5,1
SS1_2011__Mulder 2 B593 310__2006-04-30,5,1
SS1_2011__Mulder 2 B594 311__2006-04-30,5,1
SS1_2011__Mulder 2 B595 312__2006-04-30,5,1
SS1_2011__Mulder 2 B596 313__2006-04-30,5,1
SS1_2011__Mulder 2 B597 314__2006-04-30,5,1
SS1_2011__Mulder 2 B598 315__2006-04-30,5,1
SS1_2011__Mulder 2 B599 316__2006-04-30,5,1
SS1_2011__Mulder 2 B600 317__2006-04-30,5,1
SS1_2011__Mulder 2 B601 318__2006-04-30,5,1
SS1_2011__Mulder 2 B602 319__2006-04-30,5,1
SS1_2011__Mulder 2 B603 320__2006-04-30,5,1
SS1_2011__Mulder 2 B618 321__2006-04-30,5,1
SS1_2011__Mulder 2 B618 322__2006-04-30,5,1
SS1_2011__Mulder 2 B619 323__2006-04-30,5,1
SS1_2011__Mulder 2 B619 324__2006-04-30,5,1
SS1_2011__Mulder 2 B620 325__2006-04-30,5,1
SS1_2011__Mulder 2 B620 326__2006-04-30,5,1
SS1_2011__Mulder 2 B621 327__2006-04-30,5,1
SS1_2011__Mulder 2 B621 328__2006-04-30,5,1
SS1_2011__Mulder 2 B622 329__2006-04-30,5,1
SS1_2011__Mulder 2 B622 330__2006-04-30,5,1
SS1_2011__Mulder 2 B623 331__2006-04-30,5,1
SS1_2011__Mulder 2 B623 332__2006-04-30,5,1
SS1_2011__Mulder 2 B624 333__2006-04-30,5,1
SS1_2011__Mulder 2 B624 334__2006-04-30,5,1
SS1_2011__Mulder 2 B625 335__2006-04-30,5,1
SS1_2011__Mulder 2 B625 336__2006-04-30,5,1
SS1_2011__Mulder 2 B626 337__2006-04-30,5,1
SS1_2011__Mulder 2 B626 338__2006-04-30,5,1
SS1_2011__Mulder 2 B627 339__2006-04-30,5,1
SS1_2011__Mulder 2 B627 340__2006-04-30,5,1
SS1_2011__Mulder 2 B644 341__2007-04-30,5,1
SS1_2011__Mulder 2 B645 342__2007-04-30,5,1
SS1_2011__Mulder 2 B646 343__2007-04-30,5,1
SS1_2011__Mulder 2 B647 344__2007-04-30,5,1
SS1_2011__Mulder 2 B648 345__2007-04-30,5,1
SS1_2011__Mulder 2 B649 346__2007-04-30,5,1
SS1_2011__Mulder 2 B650 347__2007-04-30,5,1
SS1_2011__Mulder 2 B651 348__2007-04-30,5,1
SS1_2011__Mulder 2 B652 349__2007-04-30,5,1
SS1_2011__Mulder 2 B653 350__2007-04-30,5,1
SS1_2011__Mulder 2 B654 351__2007-04-30,5,1
SS1_2011__Mulder 2 B655 352__2007-04-30,5,1
SS1_2011__Mulder 2 B656 353__2007-04-30,5,1
SS1_2011__Mulder 2 B657 354__2007-04-30,5,1
SS1_2011__Mulder 2 B658 355__2007-05-16,5,1
SS1_2011__Mulder 2 B659 356__2007-05-16,5,1
SS1_2011__Mulder 2 B660 357__2007-05-16,5,1
SS1_2011__Mulder 2 B661 358__2007-05-16,5,1
SS1_2011__Mulder 2 B662 359__2007-05-16,5,1
SS1_2011__Mulder 2 B663 360__2007-05-16,5,1
SS1_2011__Mulder 2 B664 361__2007-05-16,5,1
SS1_2011__Mulder 2 B665 362__2007-05-16,5,1
SS1_2011__Mulder 2 B666 363__2007-05-16,5,1
SS1_2011__Mulder 2 B667 364__2007-05-16,5,1
SS1_2011__Mulder 2 B668 365__2007-08-16,5,1
SS1_2011__Mulder 2 B673 370__2007-08-16,5,1
SS1_2011__Mulder 2 B675 372__2007-08-16,5,1
SS1_2011__Mulder 2 B684 375__2008-03-02,5,1
SS1_2011__Mulder 2 B685 376__2008-03-02,5,1
SS1_2011__Mulder 2 B686 377__2008-03-02,5,1
SS1_2011__Mulder 2 B688 378__2008-03-02,5,1
SS1_2011__Mulder 2 B689 379__2008-03-02,5,1
SS1_2011__Mulder 2 B692 380__2008-03-02,5,1
SS1_2011__Mulder 2 B693 381__2008-03-02,5,1
SS1_2011__Mulder 2 B694 382__2008-04-30,5,1
SS1_2011__Mulder 2 B695 383__2008-04-30,5,1
SS1_2011__Mulder 2 B696 384__2008-04-30,5,1
SS1_2011__Mulder 2 B697 385__2008-04-30,5,1
SS1_2011__Mulder 2 B698 386__2008-04-30,5,1
SS1_2011__Mulder 2 B699 387__2008-04-30,5,1
SS1_2011__Mulder 2 B700 388__2008-04-30,5,1
SS1_2011__Mulder 2 B701 389__2008-04-30,5,1
SS1_2011__Mulder 2 B702 390__2008-04-30,5,1
SS1_2011__Mulder 2 B703 391__2008-04-30,5,1
SS1_2011__Mulder 2 B704 392__2008-03-02,5,1
SS1_2011__Mulder 2 B705 393__2008-03-02,5,1
SS1_2011__Mulder 2 B706 394__2008-03-02,5,1
SS1_2011__Mulder 2 B707 395__2008-03-02,5,1
SS1_2011__Mulder 2 B708 396__2008-03-02,5,1
SS1_2011__Mulder 2 B709 397__2008-03-02,5,1
SS1_2011__Mulder 2 B710 398__2008-03-02,5,1
SS1_2011__Mulder 2 B711 399__2008-03-02,5,1
SS1_2011__Mulder 2 B712 400__2008-03-02,5,1
SS1_2011__Mulder 2 B713 401__2008-03-02,5,1
SS1_2011__Mulder 2 B714 402__2008-03-02,5,1
SS1_2011__Mulder 2 B715 403__2008-05-16,5,1
SS1_2011__Mulder 2 B716 404__2008-05-16,5,1
SS1_2011__Mulder 2 B717 405__2008-05-16,5,1
SS1_2011__Mulder 2 B718 406__2008-05-16,5,1
SS1_2011__Mulder 2 B719 407__2008-05-16,5,1
SS1_2011__Mulder 2 B720 408__2008-05-16,5,1
SS1_2011__Mulder 2 B721 409__2008-05-16,5,1
SS1_2011__Mulder 2 B722 410__2008-05-16,5,1
SS1_2011__Mulder 2 B723 411__2008-05-16,5,1
SS1_2011__Mulder 2 B724 412__2008-05-16,5,1
SS1_2011__Mulder 2 B733 413__2009-03-02,5,1
SS1_2011__Mulder 2 B734 414__2009-03-02,5,1
SS1_2011__Mulder 2 B735 415__2009-03-02,5,1
SS1_2011__Mulder 2 B736 416__2009-03-02,5,1
SS1_2011__Mulder 2 B737 417__2009-03-02,5,1
SS1_2011__Mulder 2 B738 418__2009-03-02,5,1
SS1_2011__Mulder 2 B739 419__2009-03-02,5,1
SS1_2011__Mulder 2 B740 420__2009-03-02,5,1
SS1_2011__Mulder 2 B741 421__2009-03-02,5,1
SS1_2011__Mulder 2 B742 422__2009-03-02,5,1
SS1_2011__Mulder 2 B743 423__2009-04-30,5,1
SS1_2011__Mulder 2 B744 424__2009-04-30,5,1
SS1_2011__Mulder 2 B745 425__2009-04-30,5,1
SS1_2011__Mulder 2 B746 426__2009-04-30,5,1
