GENUS_SPECIES,taxonomic_class
Regalecus ,Actinopteri
Scopelosaurus ,Actinopteri
Histioteuthis meleagroteuthis,Cephalopoda
Flagellostomias ,Actinopteri
Lepidophanes ,Actinopteri
Pseudoscopelus ,Actinopteri
Trachipterus ,Actinopteri
Vinciguerria ,Actinopteri
Bolinichthys ,Actinopteri
Brama ,Actinopteri
Cetostoma ,Actinopteri
Chiasmodon ,Actinopteri
Kali ,Magnoliopsida
Lampadena ,Actinopteri
Centrolophus ,Actinopteri
Poecilopsetta ,Actinopteri
Pachystomias ,Actinopteri
Helicocranchia pfefferi,Cephalopoda
Chtenopteryx sicula,Cephalopoda
Chiroteuthis mega,Cephalopoda
Chiroteuthis spoeli,Cephalopoda
Rondeletiidae ,Actinopteri
Scyllarides aequinoctialis,Malacostraca
Holtbyrnia ,Actinopteri
Discoteuthis laciniosa,Cephalopoda
Eurypharyngidae ,Actinopteri
Alepocephalus ,Actinopteri
Apristurus ,Chondrichthyes
Apristurus manis,Chondrichthyes
Bathypterois quadrifilis,Actinopteri
Nezumia suilla,Actinopteri
Omosudis ,Actinopteri
Cetostoma regani,Actinopteri
Derichthyidae ,Actinopteri
Dysalotus ,Actinopteri
Octopoteuthis ,Cephalopoda
Pterycombus brama,Actinopteri
Ceratioidei ,Actinopteri
Enoploteuthis leptura,Cephalopoda
Monognathus ,Actinopteri
Octopoteuthis megaptera,Cephalopoda
Ornithoteuthis antillarum,Cephalopoda
Nettastomatidae ,Actinopteri
Thysanoteuthis rhombus,Cephalopoda
Abraliopsis ,Cephalopoda
Enoploteuthis anapsis,Cephalopoda
Tetragonurus ,Actinopteri
Cottunculus ,Actinopteri
Nezumia ,Actinopteri
Trachonurus sulcatus,Actinopteri
Aldrovandia ,Actinopteri
Anarhichas ,Actinopteri
Bathygadus ,Actinopteri
Bathypterois ,Actinopteri
Coryphaenoides ,Actinopteri
Notacanthus ,Actinopteri
Rajella ,Chondrichthyes
Stauroteuthidae ,Cephalopoda
Cranchia ,Cephalopoda
Mastigoteuthidae ,Cephalopoda
Anthias ,Actinopteri
Symphurus marginatus,Actinopteri
Bathypterois phenax,Actinopteri
Bathyraja ,Chondrichthyes
Benthoctopus ,Cephalopoda
Grimpoteuthis ,Cephalopoda
Rouleina attrita,Actinopteri
Acanthochaenus luetkenii,Actinopteri
Dicrolene ,Actinopteri
Gnathagnus egregius,Actinopteri
Ichthyococcus ,Actinopteri
Polyacanthonotus challengeri,Actinopteri
Bathysaurus ,Actinopteri
Macrourus ,Actinopteri
Nezumia longebarbata,Actinopteri
Prionotus paralatus,Actinopteri
Evermannella ,Actinopteri
Bolitaena microcotyla,Cephalopoda
Malacosteus ,Actinopteri
Aristostomias tittmanni,Actinopteri
Tetrapturus albidus,Actinopteri
Thaumatichthyidae ,Actinopteri
Dicrolene introniger,Actinopteri
Caulophryne ,Actinopteri
Histioteuthidae ,Cephalopoda
Monomitopus ,Actinopteri
Grammatidae ,Actinopteri
Brachioteuthis beani,Cephalopoda
Sphagemacrurus grenadae,Actinopteri
Barathrites parri,Actinopteri
Bathypterois grallator,Actinopteri
Hydrolagus ,Chondrichthyes
Opisthoteuthis agassizii,Cephalopoda
Spectrunculus ,Actinopteri
Centroscymnus ,Chondrichthyes
Venefica ,Actinopteri
Jenkinsia lamprotaenia,Actinopteri
Brachioteuthis ,Cephalopoda
Onykia robsoni,Cephalopoda
Histioteuthis atlantica,Cephalopoda
Sagamichthys ,Actinopteri
Regalecus glesne,Actinopteri
Nealotus ,Actinopteri
Leachia atlantica,Cephalopoda
Gyrinomimus ,Actinopteri
Chaceon fenneri,Malacostraca
Dolopichthys ,Actinopteri
Ectreposebastes ,Actinopteri
Lophius ,Actinopteri
Discoteuthis discus,Cephalopoda
Bathytroctes ,Actinopteri
Halosaurus guentheri,Actinopteri
Narcetes ,Actinopteri
Alnus rubra,Magnoliopsida
Pseudotsuga menziesii,Pinopsida
Tsuga heterophylla,Pinopsida
Picea sitchensis,Pinopsida
Rhamnus purshiana,Magnoliopsida
Taxus brevifolia,Pinopsida
Abies amabilis,Pinopsida
Abies procera,Pinopsida
Thuja plicata,Pinopsida
Castanopsis chrysophylla,Magnoliopsida
Abies grandis,Pinopsida
Tsuga mertensiana,Pinopsida
Acer macrophyllum,Magnoliopsida
Calocedrus decurrens,Pinopsida
Cornus nuttallii,Magnoliopsida
Pinus monticola,Pinopsida
Arbutus menziesii,Magnoliopsida
Pinus lambertiana,Pinopsida
Quercus garryana,Magnoliopsida
Pinus contorta,Pinopsida
Acer glabrum,Magnoliopsida
Prunus ,Magnoliopsida
Pinus ponderosa,Pinopsida
Quercus kelloggii,Magnoliopsida
Abies concolor,Pinopsida
Abies magnifica,Pinopsida
Abies lasiocarpa,Pinopsida
Populus trichocarpa,Magnoliopsida
Prunus emarginata,Magnoliopsida
Picea engelmannii,Pinopsida
Chamaecyparis nootkatensis,Pinopsida
Populus tremuloides,Magnoliopsida
Alnus incana,Magnoliopsida
Acer circinatum,Magnoliopsida
Sequoiadendron giganteum,Pinopsida
Pinus jeffreyi,Pinopsida
Alnus sinuata,Magnoliopsida
Malus fusca,Magnoliopsida
Salix scouleriana,Magnoliopsida
Contopus cooperi,Aves
Poecile atricapillus,Aves
Poecile gambeli,Aves
Ixoreus naevius,Aves
Actitis macularius,Aves
Euphagus cyanocephalus,Aves
Gallinago delicata,Aves
Grus canadensis,Aves
Ceryle alcyon,Aves
Porzana carolina,Aves
Hummingbird unidentified,Insecta
Coccothraustes vespertinus,Aves
Poecile rufescens,Aves
Empidonax unidentified,Aves
Woodpecker unidentified,Insecta
Sparrow unidentified,Hyphochytriomycetes
Chickadee unidentified,Insecta
Charadrius vociferus,Aves
Pica hudsonia,Aves
Swallow unidentified,Insecta
Petrochelidon pyrrhonota,Aves
Glaucidium gnoma,Aves
Accipiter unidentified,Aves
Warbler unidentified,Insecta
Nuthatch unidentified,Insecta
Triller unidentified,Insecta
Sapsucker unidentified,Insecta
Finch unidentified,Polycystina
Swift unidentified,Aves
Bartramia longicauda,Aves
Aix sponsa,Aves
Falcipennis canadensis,Aves
Anthus rubescens,Aves
Grouse unidentified,Insecta
Bucephala islandica,Aves
Dusky/Hammonds Flycatcher,Insecta
Duck unidentified,Aves
Hawk unidentified,Insecta
Flycatcher unidentified,Insecta
Jay unidentified,Bivalvia
Megascops kennicottii,Aves
Gull unidentified,Aves
Unknown ,Pezizomycetes
Tringa solitaria,Aves
Thrush unidentified,Insecta
Blackbird unidentified,Aves
Poecile hudsonica,Aves
Leucosticte tephrocotis,Aves
Rosy-Finch unidentified,Polycystina
Botaurus lentiginosus,Aves
Zonotrichia querula,Aves
Vireo unidentified,Aves
Athene cunicularia,Aves
Wren unidentified,Aves
Kinglet unidentified,Insecta
Falcon unidentified,Aves
Owl unidentified,Insecta
Tern unidentified,Insecta
Anas cyanoptera,Aves
Recurvirostra americana,Aves
Aegolius funereus,Aves
Podilymbus podiceps,Aves
Cygnus buccinator,Aves
Celastrus scandens,Magnoliopsida
Quercus elipsoidalis,Magnoliopsida
Rhus radicans,Magnoliopsida
Prunus serotina,Magnoliopsida
Amorpha canescens,Magnoliopsida
Corylus americana,Magnoliopsida
Vitis riparia,Magnoliopsida
Rosa arkansana,Magnoliopsida
Rhus glabra,Magnoliopsida
Prunus americana,Magnoliopsida
Prunus pensylvanica,Magnoliopsida
Zanthoxylem americanum,Magnoliopsida
Rhamnus frangula,Magnoliopsida
Ilex verticillata,Magnoliopsida
Quercus alba,Magnoliopsida
Ceanothus americanus,Magnoliopsida
Juniperus communis,Pinopsida
Acer negundo,Magnoliopsida
Cornus stolonifera,Magnoliopsida
Lonicera dioica,Magnoliopsida
Fraxinus pennsylvanica,Magnoliopsida
Spiraea alba,Magnoliopsida
Parthenocissus vitacea,Magnoliopsida
Rosa carolina,Magnoliopsida
Populus grandidentata,Magnoliopsida
Viburnum lentago,Magnoliopsida
Salix humilis,Magnoliopsida
Spiraea tomentosa,Magnoliopsida
Rhamnus cathartica,Magnoliopsida
Robinia pseudoacacia,Magnoliopsida
Salix discolor,Magnoliopsida
Symphoricarpos occidentalis,Magnoliopsida
VERD ,Jungermanniopsida
AMAV ,Ellioviricetes
ANHU ,Alphaproteobacteria
HOFI ,Collembola
HOSP ,Insecta
KILL ,Magnoliopsida
LESA ,Insecta
NOMO ,Insecta
UNID ,Alphaproteobacteria
COHU ,Bacillariophyceae
BTSP ,Insecta
INDO ,Insecta
LEGO ,Alphaproteobacteria
BARS ,Alphaproteobacteria
UNDU ,Magnoliopsida
NOFL ,Actinopteri
CORA ,Agaricomycetes
HOLA ,Insecta
NOHA ,Neocallimastigomycetes
COYE ,Insecta
NOCA ,Chromadorea
WIWA ,Alphaproteobacteria
BETH ,Insecta
MOCH ,Moch -1
COMO ,Ulvophyceae
TOWA ,Insecta
WETA ,Insecta
SUTA ,Lepidosauria
BAEA ,Equisetopsida
SPSA ,Betaproteobacteria
BRCR ,Pisoniviricetes
SPTO ,Alphaproteobacteria
MAWA ,Insecta
CONI ,Bivalvia
UNSA ,Gastropoda
NECO ,Polychaeta
COME ,Actinopterygii
HOOR ,Epsilonproteobacteria
CAVI ,Cephalopoda
TRES ,Insecta
HETH ,Chromadorea
BROC ,Lingulata
BUSH ,Bivalvia
VESP ,Magnoliopsida
BLGR ,Amphibia
MERL ,Magnoliopsida
LARB ,Lecanoromycetes
SORA ,Insecta
WISN ,Laboulbeniomycetes
COLO ,Magnoliopsida
COPO ,Insecta
frgu ,Insecta
BUFF ,Monocots
NAWA ,Insecta
House Sparrow,Aves
Inca Dove,Aves
Great-tailed Grackle,Aves
House Finch,Aves
European Starling,Aves
Killdeer ,Aves
Loggerhead Shrike,Alphaproteobacteria
Mallard ,Aves
Mourning Dove,Aves
Ash-throated Flycatcher,Pinopsida
Gila Woodpecker,Actinopteri
Lesser Nighthawk,Aves
Unidentified Hummingbird,Insecta
Cactus Wren,Aves
Gambels Quail,Insecta
Lesser Goldfinch,Aves
Northern Mockingbird,Aves
Rock Dove,Aves
Verdin ,Mollicutes
White-winged Dove,Aves
Annas Hummingbird,Insecta
Unidentified Sparrow/Finch,Hyphochytriomycetes
American Coot,Aves
Black-throated Sparrow,Hyphochytriomycetes
Common Poorwill,Insecta
Great Horned-Owl,Aves
Rock Wren,Aves
Costas Hummingbird,Insecta
Gilded Flicker,Aves
Greater Roadrunner,Aves
Northern Flicker,Aves
Black-tailed Gnatcatcher,Coccolithophyceae
Black-chinned Hummingbird,Aves
Says Phoebe,Magnoliopsida
Unidentified Woodpecker,Insecta
Unidentified Sparrow,Hyphochytriomycetes
Common Ground-Dove,Aves
Northern Cardinal,Aves
Unidentified Parrot,Aves
Ladder-backed Woodpecker,Aves
Red-winged Blackbird,Aves
American Kestrel,Aves
Dusky Flycatcher,Aves
Unknown Yellow-rumped-Warbler,Aves
Brewers Blackbird,Aves
Brewers Sparrow,Hyphochytriomycetes
Peregrine Falcon,Aves
Red-naped Sapsucker,Mammalia
Peach-faced Lovebird,Aves
Unidentified Flycatcher,Insecta
Vermilion Flycatcher,Aves
White-crowned Sparrow,Aves
Orange-crowned Warbler,Aves
American Goldfinch,Aves
Black-chinned Sparrow,Aves
Phainopepla ,Aves
Sage Sparrow,Aves
Unidentified Sandpiper,Insecta
Canyon Wren,Aves
Red-tailed Hawk,Aves
Bronzed Cowbird,Aves
Lincolns Sparrow,Hyphochytriomycetes
Cliff Swallow,Aves
Great Blue-Heron,Aves
Unidentified Wren,Aves
Cockatiel ,Aves
Least Sandpiper,Aves
Lesser Scaup,Aves
Sharp-shinned Hawk,Aves
Northern Rough-winged-Swallow,Aves
Black-crowned Night-Heron,Aves
Common Yellowthroat,Aves
Vauxs Swift,Aves
Black-headed Grosbeak,Coccolithophyceae
Western Tanager,Aves
Domesticated Duck,Aves
Western Wood-Pewee,Aves
Ringed Turtle-Dove,Trematoda
Harris Hawk,Insecta
Unidentified Parakeet,Insecta
American Wigeon,Aves
Green Heron,Aves
Black-throated Gray-Warbler,Coccolithophyceae
Oregon Junco,Magnoliopsida
Common Black-Hawk,Insecta
American Robin,Aves
Prairie Falcon,Aves
Canada Goose,Aves
Common Raven,Aves
Unidentified Cowbird,Insecta
Coopers Hawk,Lecanoromycetes
American Pipit,Aves
Black Phoebe,Magnoliopsida
Unidentified Dark-eyed-Junco,Aves
Unidentified Warbler,Insecta
Unidentified Doves,Insecta
Chipping Sparrow,Aves
Unidentified Gnatcatcher,Insecta
Ring-necked Duck,Aves
Northern Pintail,Aves
Northern Shoveler,Aves
Unidentified Blackbird,Aves
Empidonax species,Aves
Green-tailed Towhee,Aves
Hermit Warbler,Aves
White-throated Swift,Aves
Brown-crested Flycatcher,Aves
Common Snipe,Aves
Northern Oriole,Aves
Lazuli Bunting,Insecta
Unidentified Thrasher,Insecta
Blue Grosbeak,Saccharomycetes
Belted Kingfisher,Aves
Savannah Sparrow,Aves
Yellow-Breasted Chat,Aves
Canyon Towhee,Aves
Western Meadowlark,Aves
Unidentified Duck,Aves
Gray-headed Junco,Magnoliopsida
Bushtit ,Aves
Orange-fronted Parakeet,Aves
Turkey Vulture,Aves
Domesticated Goose,Aves
Lark Sparrow,Hyphochytriomycetes
Rufous Hummingbird,Aves
Magnolia Warbler,Aves
Herring Gull,Aves
Nashville Warbler,Aves
Summer Tanager,Aves
Unidentified Tanager,Insecta
Yellow-headed Blackbird,Aves
Unindentified Hawk,Lecanoromycetes
Double-crested Cormorant,Aves
Black-necked Stilt,Aves
Yellow Warbler,Aves
Song Sparrow,Aves
Hooded Oriole,Alphaproteobacteria
Unidentified Swallow,Insecta
Horned Lark,Aves
Cedar Waxwing,Aves
Gray Vireo,Aves
Mountain Piover,Mammalia
Broad-billed Hummingbird,Insecta
Unidentified Egret,Insecta
Cinnamon Teal,Aves
Unidentified Owl,Insecta
Le Contes-Thrasher,Insecta
Northern Harrier,Aves
Great Egret,Aves
House Wren,Aves
Rufous-crowned Sparrow,Hyphochytriomycetes
Unidentified Raptor,Insecta
Broad-tailed Hummingbird,Aves
Lesser Snow-Goose,Aves
Warbling Vireo,Aves
Redhead ,Aves
Plain Titmouse,Aves
Gambels White-crowned-Sparrow,Aves
Unidentified Falcon,Insecta
Unidentified Vireo,Aves
Slate-colored Junco,Magnoliopsida
Plum-headed Parakeet,Aves
Ring-billed Gull,Aves
Common Canary,Aves
Barn Swallow,Aves
Rough-Legged Hawk,Aves
Greater Yellowlegs,Revtraviricetes
Tennessee Warbler,Aves
Bewicks Wren,Aves
Purple Martin,Alphaproteobacteria
Horned Grebe,Polychaeta
Least Tern,Aves
Bells Vireo,Aves
Snowy Egret,Aves
Tree Swallow,Aves
Unidentified Meadowlark,Insecta
Western Scrub-Jay,Aves
Myrtle Warbler,Aves
Huttons Vireo,Aves
Prothonotary Warbler,Aves
Osprey ,Aves
Plumbeous Vireo,Aves
Dusky-capped Flycatcher,Insecta
Eurasian Wigeon,Aves
Spotted Sandpiper,Mammalia
Spotted Towhee,Mammalia
Blue-winged Teal,Aves
Unidentified Macaw,Insecta
Merlin ,Caudoviricetes
White-faced Ibis,Aves
Pleuronectes americanus,Actinopteri
Raja erinacea,Chondrichthyes
Ictalurus furcatus,Actinopteri
Catostomus commersoni,Actinopteri
Ameiurus catus,Actinopteri
Bairdiella chrysura,Insecta
Monacanthus hispidus,Actinopteri
Ostraciidae uncl,Actinopteri
Raja ocellata,Chondrichthyes
Aluterus schoepfi,Actinopteri
Carassius auratus,Actinopteri
Paralichthys oblongus,Actinopteri
Acipenser oxyrhynchus,Actinopteri
Carpiodes cyprinus,Actinopteri
Acipenser brevirostrum,Actinopteri
Etheostoma olmstedi,Actinopteri
Rajidae uncl,Chondrichthyes
Scombridae uncl,Actinopteri
Hypereteone longa,Polychaeta
Pleurogonium spinosissmum,Bryopsida
Tubificidae 2,Clitellata
Listriella smithi,Malacostraca
Tubificidae 3,Clitellata
Nephtys cryptomma,Polychaeta
Arigissa hamatipes,Malacostraca
Tubificidae 4,Clitellata
Tubificidae 1,Clitellata
Lepidametria commensalis,Polychaeta
Syllides convoluta,Polychaeta
Gammaropsis sutherlandi,Malacostraca
Dorvillea rudolphi,Polychaeta
Fabricinae ,Polychaeta
Aricidea cerrutti,Polychaeta
Polypedilum tripodura,Insecta
Epitonium humphreysi,Gastropoda
Polycirrinae unidentified,Insecta
Cylichnella bidentata,Gastropoda
Stereobalanus candensis,Enteropneusta
Corophium bonellii,Malacostraca
Mucrogammarus mucronatus,Malacostraca
Polychaeta spb,Polychaeta
Bratislavia unidentada,Clitellata
Parapleustes aestuarius,Malacostraca
Polinices duplicata,Gastropoda
Polychaeta spa,Polychaeta
Goniobasis virginica,Gastropoda
Corophium sextoni,Malacostraca
Scolelepis quadrilobata,Polychaeta
Turbicellopora dichotoma,Dicotyledonae
Cyprinella galactura,Actinopteri
Erimonax monachus,Actinopteri
Campostoma anomala,Insecta
Percina aurantiaca,Actinopteri
Rhinichthys cataractae,Actinopteri
Noturus flavus,Actinopteri
Notropis photogenis,Actinopteri
Micropterus dolomieui,Actinopteri
Rhinichthys atratulus,Actinopteri
Notropis spectrunculus,Actinopteri
Notropis telescopus,Actinopteri
Nocomis micropogon,Actinopteri
Notropis leuciodus,Actinopteri
Moxostoma carinatum,Actinopteri
Percina evides,Actinopteri
Moxostoma duquesni,Actinopteri
Luxilus coccogenis,Actinopteri
Etheostoma vulneratum,Actinopteri
Etheostoma chlorobranchium,Actinopteri
Lepomis auritus,Actinopteri
Etheostoma zonale,Actinopteri
Etheostoma blennioides,Actinopteri
Percina squamata,Actinopteri
Phenacobius crassilabrum,Actinopteri
Pylodictis olivaris,Actinopteri
Ichthyomyzon greeleyi,Hyperoartia
Pomoxis nigromaculatus,Actinopteri
Sander vitreum,Actinopteri
Lepomis cyanellus,Actinopteri
Notemigonus chrysoleucas,Actinopteri
Moxostoma breviceps,Actinopteri
Notropis micropteryx,Actinopteri
Clinostomus funduloides,Actinopteri
Nocomis platycephalus,Actinopteri
Notropis lutipinnis,Actinopteri
Ameiurus brunneus,Actinopteri
Micropterus punctulatus,Actinopteri
Gambusia holbrooki,Actinopteri
Lepomis microlophus,Actinopteri
Gambusia affinis,Actinopteri
Ameiurus platycephalus,Actinopteri
Chrosomus oreas,Actinopteri
Luxilus chrysocephalus,Actinopteri
Ictalurus catus,Actinopteri
Paspalidium geminatum,Magnoliopsida
Aeschynomene pratensis,Magnoliopsida
Bacopa caroliniana,Magnoliopsida
Hymenocallis palidosus,Magnoliopsida
Cladium jamaicense,Magnoliopsida
Panicum hemitomon,Magnoliopsida
Potamogeton illinoensis,Magnoliopsida
Justicia ovata,Magnoliopsida
Panicum tenerum,Magnoliopsida
Leersia hexandra,Magnoliopsida
Centella asiatica,Magnoliopsida
Dichanthelium dichotomum,Magnoliopsida
Iva microcephala,Magnoliopsida
Unidentified plant,Insecta
Symphyotrichum dumosum,Magnoliopsida
Crinum americanum,Magnoliopsida
Flaveria linearis,Magnoliopsida
Spermacoce terminalis,Magnoliopsida
Rhynchospora microcephala,Magnoliopsida
Muhlenbergia filipes,Magnoliopsida
Panicum rigidulum,Magnoliopsida
Pluchea rosea,Magnoliopsida
Unidentified 3,Leotiomycetes
Unidentified 2,Polychaeta
Rhynchospora divergens,Magnoliopsida
Unidentified 1,Polychaeta
Symphyotrichum subulatum,Magnoliopsida
Phyla nodiflora,Magnoliopsida
Hymenocallis latifolia,Magnoliopsida
Pontederia cordata,Magnoliopsida
Eleocharis geniculatus,Magnoliopsida
Peltandra virginica,Magnoliopsida
Bacopa monneri,Magnoliopsida
Salix caroliniana,Magnoliopsida
Oxypolis filiformis,Magnoliopsida
Nymphaea odorata,Magnoliopsida
Ludwigia curtisii,Magnoliopsida
Nymphoides aquatica,Magnoliopsida
Buchnera americana,Magnoliopsida
Cassytha filiformis,Magnoliopsida
Proserpinaca palustris,Magnoliopsida
Panicum virginicum,Magnoliopsida
Pluchea odorata,Magnoliopsida
Polygonum hydropiperoides,Magnoliopsida
Spartina bakerii,Magnoliopsida
Leguminosae Leguminosae,Magnoliopsida
Mikania scandens,Magnoliopsida
Rhynchospora corniculata,Magnoliopsida
Leptochloa fasciculata,Magnoliopsida
Ludwigia microcarpa,Magnoliopsida
Celithemis eponina,Insecta
Lucania goodei,Actinopteri
Cyprinodon variegatus,Actinopteri
Fundulus confluentus,Actinopteri
Poecilia latipinna,Actinopteri
Lepomis marginatus,Actinopteri
Cichlasoma uropthalmus,Actinopteri
Pelocoris femoratus,Insecta
Libellula needhami,Insecta
Rhynchospora tracyi,Magnoliopsida
Jordanella floridae,Actinopteri
Erythemis simplicicollis,Insecta
Pseudobranchus striatus,Amphibia
Fundulus chrysotus,Actinopteri
Pomacea paludosa,Gastropoda
Villosa amygdala,Bivalvia
Planorbella duryi,Gastropoda
Brachymesia gravida,Insecta
Heterandria formosa,Actinopteri
Physella bermudezi,Gastropoda
Elassoma evergladei,Actinopteri
Erimyzon sucetta,Actinopteri
Coryphaeschna ingens,Insecta
Physella hendersoni,Gastropoda
Planorbella scalaris,Gastropoda
Lepomis punctatus,Actinopteri
Aphredoderus sayanus,Actinopteri
Hyla cineria,Amphibia
Eleocharis cellulosa,Magnoliopsida
Acris gryllus,Amphibia
Tilapia mariae,Actinopteri
Aphylla williamsoni,Insecta
Enneacanthus gloriosus,Actinopteri
Idiataphe cubensis,Insecta
Taphromysis louisianae,Malacostraca
Unidentified Fish,Trematoda
Kinosternidae ,Reptilia
Notophthalmus viridescens,Amphibia
Rhizophora mangle,Magnoliopsida
Planorbella trivolis,Gastropoda
Noturus gyrinus,Actinopteri
Siren lacertina,Amphibia
Rana grylio,Amphibia
Eleocharis elongata,Magnoliopsida
Melanoides tuberculata,Gastropoda
Cichlasoma bimaculatum,Actinopteri
Menidia beryllina,Actinopteri
Hemichromis bimaculatus,Actinopteri
Lucania parva,Actinopteri
Epitheca stella,Insecta
Lepisosteus platyrhinchus,Actinopteri
Alternanthera philoxeroides,Magnoliopsida
Pachydiplax longipennis,Insecta
Oreochromis aureus,Actinopteri
Notropis maculatus,Actinopteri
Pseudosuccinea columella,Gastropoda
Notropis petersoni,Actinopteri
Clarias batrachus,Actinopteri
Eriocaulon decangulare,Magnoliopsida
Colubridae ,Lepidosauria
Anax junis,Magnoliopsida
Erythemis vesiculosa,Insecta
Annona glabra,Magnoliopsida
Lepisosteus platyrhincus,Actinopteri
Esox niger,Actinopteri
Tetragoneuria stella,Insecta
Amphiuma means,Amphibia
Fundulus seminolis,Actinopteri
Apalone ferox,Reptilia
Tramea carolina,Insecta
Crocothemis servili,Insecta
Electrona carlsbergi,Actinopteri
Electrona subaspera,Actinopteri
Gymnoscopelus braueri,Actinopteri
Gymnoscopelus hintonoides,Actinopteri
Krefftichthys anderssoni,Actinopteri
Protomyctophum bolini,Actinopteri
Notothenia squamifrons,Actinopteri
Artedidraconid larva,Insecta
Zanclorhynchus spinifer,Actinopteri
Notothenia rossii,Actinopteri
Gymnoscopelus piabilis,Actinopteri
Paradiplospinus gracilis,Actinopteri
Dissostichus eleginoides,Actinopteri
Notothenia coriiceps,Actinopteri
Notothenia acuta,Actinopteri
Channichthys rhinoceratus,Actinopteri
Bathyraja eatoni,Chondrichthyes
Bathyraja murrayi,Chondrichthyes
Nototheniops mizops,Actinopteri
Notothenia cyanobrancha,Actinopteri
Neophrynichthys magnicirrus,Actinopteri
Electrona antarctica,Actinopteri
Gymnoscopelus microlampas,Actinopteri
Protomyctophum parallelum,Actinopteri
Stomias gracilis,Actinopteri
Midoc2 spc,Alphaproteobacteria
Red spot,Actinopteri
Hintonia candens,Magnoliopsida
Protomyctophum luciferum,Actinopteri
Electrona paucirastra,Actinopteri
Aygyropelecus hemigymnus,Actinopteri
Protomyctophum subparallelum,Actinopteri
Woodsia meyerwaardeni,Actinopteri
Midoc1 spi,Insecta
Midoc1 spk,Alphaproteobacteria
Midoc1 spl,Alphaproteobacteria
Midoc1 spa,Alphaproteobacteria
Midoc1 spd,Arachnida
Diaphus ostenfeldi,Actinopteri
Bathylagus achotensis,Actinopteri
Diaphus kapalae,Actinopteri
Vinciguerria ahenuta,Actinopteri
Diaphus meadi,Actinopteri
Scopelarchoides kreefti,Actinopteri
Benthalbella macropinna,Actinopteri
Lampanyctus achirus,Actinopteri
Bathylagus antarcticus,Actinopteri
Notolepis coatsi,Actinopteri
Nototheniidae ,Actinopteri
Dissostichus mawsoni,Actinopteri
Pagothenia bernacchii,Actinopteri
Gymnodraco acuticeps,Actinopteri
Pagothenia hansoni,Actinopteri
Trematomus nicolai,Actinopteri
Trematomus newnesi,Actinopteri
Chionodraco hamatus,Actinopteri
Trematomus centronotus,Actinopteri
Pagothenia borchgrevinki,Actinopteri
Cynomacrurus pirei,Actinopteri
Chionodraco myersi,Actinopteri
Dacodraco hunteri,Actinopteri
Pagetopsis maculatus,Actinopteri
Pleuragramma antarcticum,Actinopteri
Aethotaxis mitopteryx,Actinopteri
Akarotaxis nudiceps,Actinopteri
Cryodraco antarcticus,Actinopteri
Dolloidraco longedorsalis,Actinopteri
Gerlachea australis,Actinopteri
Trematomus loenbergii,Actinopteri
Lycodapus antarcticus,Actinopteri
Paraliparis antarcticus,Actinopteri
Bathyraja irrasa,Chondrichthyes
Paraliparis operculosus,Actinopteri
Trematomus scotti,Actinopteri
Trematomus lepidorhinus,Actinopteri
Prionodraco evansii,Actinopteri
Nasolychnus fraseri,Actinopterygii
Chaenodraco wilsoni,Actinopteri
Racovitzia glacialis,Actinopteri
Trematomus eulepidotus,Actinopteri
Bathydraco joannae,Actinopteri
Bathydraconidae ,Actinopteri
Channichthyidae ,Actinopteri
Bathyraja sp2,Chondrichthyes
Neopagetopsis ionah,Actinopteri
Pseudoicichthys australis,Actinopteri
Bathydraco marri,Actinopteri
Gymnoscopelus opisthopterus,Actinopteri
Protomyctophum tenisoni,Actinopteri
Bathyraja griseocauda,Chondrichthyes
Cygnodraco mawsoni,Actinopteri
Bathydraco antarcticus,Actinopteri
Bathyraja maccaini,Chondrichthyes
Histiodraco velifer,Actinopteri
Pagetopsis macropterus,Actinopteri
Artedidraco skottsbergi,Actinopteri
Bathydraco scotiae,Actinopteri
Trematomus pennelli,Actinopteri
Artedidraco shackletoni,Actinopteri
Edentoliparis terraenovae,Actinopteri
Pogonophryne phyllopogon,Actinopteri
Pogonophryne marmorata,Actinopteri
Pagothenia tokarevi,Actinopteri
Mancopsetta maculata,Actinopteri
Trematomus tokarevi,Actinopteri
Notothenia kempi,Actinopteri
Muraenolepis microps,Actinopteri
Metelectrona ventralis,Actinopteri
Artedidraco orianae,Actinopteri
Pogonophryne permitini,Actinopteri
Pogonophryne ventrimaculata,Actinopteri
Artedidraco lonnebergi,Actinopteri
Vomeridens infuscipinnis,Actinopteri
Pogonophryne barsukovi,Actinopteri
Ophthalmolycus amberensis,Actinopteri
Protomyctophum normani,Actinopteri
Paraliparis leobergi,Actinopteri
Artedidraco mirus,Actinopteri
Benthalbella elongata,Actinopteri
Pinus rigida,Pinopsida
Juniperus virginiana,Pinopsida
Quercus velutina,Magnoliopsida
Quercus coccinea,Magnoliopsida
Fagus grandifolia,Magnoliopsida
Sassafras albidum,Magnoliopsida
Nyssa sylvatica,Magnoliopsida
Picea glauca,Pinopsida
Cornus florida,Magnoliopsida
Carya tomentosa,Magnoliopsida
Quercus stellata,Magnoliopsida
Ilex opaca,Magnoliopsida
Picea rubens,Pinopsida
Carya glabra,Magnoliopsida
Pinus resinosa,Pinopsida
Betula populifolia,Magnoliopsida
Rhus typhina,Magnoliopsida
Rhus copallina,Magnoliopsida
Quercus robur,Magnoliopsida
Quercus prinoides,Magnoliopsida
ELEA ,Stenolaemata
Pinus sylvestris,Pinopsida
